연월,지역,차종,연료,count
2018-04,세종,승합,휘발유,15.0
2018-04,세종,특수,CNG,0.0
2018-04,세종,특수,LNG,0.0
2018-04,세종,특수,LPG,0.0
2018-04,세종,특수,경유,286.0
2018-04,세종,특수,기타연료,6.0
2018-04,세종,특수,등유,0.0
2018-04,세종,특수,수소,0.0
2018-04,세종,특수,알코올,0.0
2018-04,세종,특수,전기,4.0
2018-04,세종,특수,태양열,0.0
2018-04,세종,특수,하이브리드,0.0
2018-04,세종,특수,휘발유,0.0
2018-04,세종,화물,CNG,0.0
2018-04,세종,화물,LNG,0.0
2018-04,세종,화물,LPG,350.0
2018-04,세종,화물,경유,14333.0
2018-04,세종,화물,기타연료,315.0
2018-04,세종,화물,등유,0.0
2018-04,세종,화물,수소,0.0
2018-04,세종,화물,알코올,0.0
2018-04,세종,화물,전기,0.0
2018-04,세종,화물,태양열,0.0
2018-04,세종,화물,하이브리드,0.0
2018-04,세종,화물,휘발유,49.0
2018-04,울산,승용,CNG,99.0
2018-04,울산,승용,LNG,0.0
2018-04,울산,승용,LPG,36282.0
2018-04,울산,승용,경유,143030.0
2018-04,울산,승용,기타연료,9.0
2018-04,울산,승용,등유,0.0
2018-04,울산,승용,수소,70.0
2018-04,울산,승용,알코올,0.0
2018-04,울산,승용,전기,424.0
2018-04,울산,승용,태양열,0.0
2018-04,울산,승용,하이브리드,7301.0
2018-04,울산,승용,휘발유,276840.0
2018-04,울산,승합,CNG,721.0
2018-04,울산,승합,LNG,0.0
2018-04,울산,승합,LPG,1351.0
2018-04,울산,승합,경유,13356.0
2018-04,울산,승합,기타연료,216.0
2018-04,울산,승합,등유,0.0
2018-04,울산,승합,수소,0.0
2018-04,울산,승합,알코올,0.0
2018-04,울산,승합,전기,0.0
2018-04,울산,승합,태양열,0.0
2018-04,울산,승합,하이브리드,36.0
2018-04,울산,승합,휘발유,71.0
2018-04,울산,특수,CNG,0.0
2018-04,울산,특수,LNG,0.0
2018-04,울산,특수,LPG,1.0
2018-04,울산,특수,경유,2494.0
2018-04,울산,특수,기타연료,26.0
2018-04,울산,특수,등유,0.0
2018-04,울산,특수,수소,0.0
2018-04,울산,특수,알코올,0.0
2018-04,울산,특수,전기,0.0
2018-04,울산,특수,태양열,0.0
2018-04,울산,특수,하이브리드,0.0
2018-04,울산,특수,휘발유,1.0
2018-04,울산,화물,CNG,10.0
2018-04,울산,화물,LNG,0.0
2018-04,울산,화물,LPG,2081.0
2018-04,울산,화물,경유,65141.0
2018-04,울산,화물,기타연료,4121.0
2018-04,울산,화물,등유,0.0
2018-04,울산,화물,수소,0.0
2018-04,울산,화물,알코올,0.0
2018-04,울산,화물,전기,0.0
2018-04,울산,화물,태양열,0.0
2018-04,울산,화물,하이브리드,0.0
2018-04,울산,화물,휘발유,212.0
2018-04,인천,승용,CNG,307.0
2018-04,인천,승용,LNG,0.0
2018-04,인천,승용,LPG,127213.0
2018-04,인천,승용,경유,445888.0
2018-04,인천,승용,기타연료,8.0
2018-04,인천,승용,등유,0.0
2018-04,인천,승용,수소,3.0
2018-04,인천,승용,알코올,0.0
2018-04,인천,승용,전기,695.0
2018-04,인천,승용,태양열,0.0
2018-04,인천,승용,하이브리드,23350.0
2018-04,인천,승용,휘발유,685500.0
2018-04,인천,승합,CNG,2489.0
2018-04,인천,승합,LNG,0.0
2018-04,인천,승합,LPG,5346.0
2018-04,인천,승합,경유,46625.0
2018-04,인천,승합,기타연료,436.0
2018-04,인천,승합,등유,0.0
2018-04,인천,승합,수소,0.0
2018-04,인천,승합,알코올,0.0
2018-04,인천,승합,전기,0.0
2018-04,인천,승합,태양열,0.0
2018-04,인천,승합,하이브리드,38.0
2018-04,인천,승합,휘발유,234.0
2018-04,인천,특수,CNG,0.0
2018-04,인천,특수,LNG,0.0
2018-04,인천,특수,LPG,10.0
2018-04,인천,특수,경유,6349.0
2018-04,인천,특수,기타연료,86.0
2018-04,인천,특수,등유,0.0
2018-04,인천,특수,수소,0.0
2018-04,인천,특수,알코올,0.0
2018-04,인천,특수,전기,0.0
2018-04,인천,특수,태양열,0.0
2018-04,인천,특수,하이브리드,0.0
2018-04,인천,특수,휘발유,7.0
2018-04,인천,화물,CNG,27.0
2018-04,인천,화물,LNG,0.0
2018-04,인천,화물,LPG,10294.0
2018-04,인천,화물,경유,167401.0
2018-04,인천,화물,기타연료,10231.0
2018-04,인천,화물,등유,0.0
2018-04,인천,화물,수소,0.0
2018-04,인천,화물,알코올,0.0
2018-04,인천,화물,전기,0.0
2018-04,인천,화물,태양열,0.0
2018-04,인천,화물,하이브리드,0.0
2018-04,인천,화물,휘발유,446.0
2018-04,전남,승용,CNG,264.0
2018-04,전남,승용,LNG,0.0
2018-04,전남,승용,LPG,98483.0
2018-04,전남,승용,경유,241266.0
2018-04,전남,승용,기타연료,6.0
2018-04,전남,승용,등유,0.0
2018-04,전남,승용,수소,2.0
2018-04,전남,승용,알코올,0.0
2018-04,전남,승용,전기,1304.0
2018-04,전남,승용,태양열,0.0
2018-04,전남,승용,하이브리드,10397.0
2018-04,전남,승용,휘발유,371577.0
2018-04,전남,승합,CNG,750.0
2018-04,전남,승합,LNG,0.0
2018-04,전남,승합,LPG,3566.0
2018-04,전남,승합,경유,36604.0
2018-04,전남,승합,기타연료,332.0
2018-04,전남,승합,등유,0.0
2018-04,전남,승합,수소,0.0
2018-04,전남,승합,알코올,0.0
2018-04,전남,승합,전기,8.0
2018-04,전남,승합,태양열,0.0
2018-04,전남,승합,하이브리드,0.0
2018-04,전남,승합,휘발유,147.0
2018-04,전남,특수,CNG,0.0
2018-04,전남,특수,LNG,0.0
2018-04,전남,특수,LPG,11.0
2018-04,전남,특수,경유,6345.0
2018-04,전남,특수,기타연료,141.0
2018-04,전남,특수,등유,0.0
2018-04,전남,특수,수소,0.0
2018-04,전남,특수,알코올,0.0
2018-04,전남,특수,전기,0.0
2018-04,전남,특수,태양열,0.0
2018-04,전남,특수,하이브리드,0.0
2018-04,전남,특수,휘발유,2.0
2018-04,전남,화물,CNG,84.0
2018-04,전남,화물,LNG,0.0
2018-04,전남,화물,LPG,4470.0
2018-04,전남,화물,경유,223085.0
2018-04,전남,화물,기타연료,7307.0
2018-04,전남,화물,등유,0.0
2018-04,전남,화물,수소,0.0
2018-04,전남,화물,알코올,0.0
2018-04,전남,화물,전기,0.0
2018-04,전남,화물,태양열,0.0
2018-04,전남,화물,하이브리드,0.0
2018-04,전남,화물,휘발유,577.0
2018-04,전북,승용,CNG,369.0
2018-04,전북,승용,LNG,0.0
2018-04,전북,승용,LPG,89526.0
2018-04,전북,승용,경유,216263.0
2018-04,전북,승용,기타연료,7.0
2018-04,전북,승용,등유,0.0
2018-04,전북,승용,수소,1.0
2018-04,전북,승용,알코올,0.0
2018-04,전북,승용,전기,498.0
2018-04,전북,승용,태양열,0.0
2018-04,전북,승용,하이브리드,10251.0
2018-04,전북,승용,휘발유,360432.0
2018-04,전북,승합,CNG,666.0
2018-04,전북,승합,LNG,0.0
2018-04,전북,승합,LPG,2580.0
2018-04,전북,승합,경유,30597.0
2018-04,전북,승합,기타연료,387.0
2018-04,전북,승합,등유,0.0
2018-04,전북,승합,수소,0.0
2018-04,전북,승합,알코올,0.0
2018-04,전북,승합,전기,0.0
2018-04,전북,승합,태양열,0.0
2018-04,전북,승합,하이브리드,9.0
2018-04,전북,승합,휘발유,145.0
2018-04,전북,특수,CNG,0.0
2018-04,전북,특수,LNG,0.0
2018-04,전북,특수,LPG,11.0
2018-04,전북,특수,경유,3429.0
2018-04,전북,특수,기타연료,53.0
2018-04,전북,특수,등유,0.0
2018-04,전북,특수,수소,0.0
2018-04,전북,특수,알코올,0.0
2018-04,전북,특수,전기,0.0
2018-04,전북,특수,태양열,0.0
2018-04,전북,특수,하이브리드,0.0
2018-04,전북,특수,휘발유,1.0
2018-04,전북,화물,CNG,62.0
2018-04,전북,화물,LNG,0.0
2018-04,전북,화물,LPG,3481.0
2018-04,전북,화물,경유,177346.0
2018-04,전북,화물,기타연료,3203.0
2018-04,전북,화물,등유,0.0
2018-04,전북,화물,수소,0.0
2018-04,전북,화물,알코올,0.0
2018-04,전북,화물,전기,0.0
2018-04,전북,화물,태양열,0.0
2018-04,전북,화물,하이브리드,0.0
2018-04,전북,화물,휘발유,529.0
2018-04,제주,승용,CNG,13.0
2018-04,제주,승용,LNG,0.0
2018-04,제주,승용,LPG,57639.0
2018-04,제주,승용,경유,129001.0
2018-04,제주,승용,기타연료,3.0
2018-04,제주,승용,등유,0.0
2018-04,제주,승용,수소,0.0
2018-04,제주,승용,알코올,0.0
2018-04,제주,승용,전기,10481.0
2018-04,제주,승용,태양열,0.0
2018-04,제주,승용,하이브리드,7251.0
2018-04,제주,승용,휘발유,211406.0
2018-04,제주,승합,CNG,0.0
2018-04,제주,승합,LNG,0.0
2018-04,제주,승합,LPG,2137.0
2018-04,제주,승합,경유,18213.0
2018-04,제주,승합,기타연료,86.0
2018-04,제주,승합,등유,0.0
2018-04,제주,승합,수소,0.0
2018-04,제주,승합,알코올,0.0
2018-04,제주,승합,전기,83.0
2018-04,제주,승합,태양열,0.0
2018-04,제주,승합,하이브리드,0.0
2018-04,제주,승합,휘발유,82.0
2018-04,제주,특수,CNG,0.0
2018-04,제주,특수,LNG,0.0
2018-04,제주,특수,LPG,2.0
2018-04,제주,특수,경유,1165.0
2018-04,제주,특수,기타연료,24.0
2018-04,제주,특수,등유,0.0
2018-04,제주,특수,수소,0.0
2018-04,제주,특수,알코올,0.0
2018-04,제주,특수,전기,0.0
2018-04,제주,특수,태양열,0.0
2018-04,제주,특수,하이브리드,0.0
2018-04,제주,특수,휘발유,1.0
2018-04,제주,화물,CNG,0.0
2018-04,제주,화물,LNG,0.0
2018-04,제주,화물,LPG,3603.0
2018-04,제주,화물,경유,74864.0
2018-04,제주,화물,기타연료,497.0
2018-04,제주,화물,등유,0.0
2018-04,제주,화물,수소,0.0
2018-04,제주,화물,알코올,0.0
2018-04,제주,화물,전기,19.0
2018-04,제주,화물,태양열,0.0
2018-04,제주,화물,하이브리드,0.0
2018-04,제주,화물,휘발유,209.0
2018-04,충남,승용,CNG,173.0
2018-04,충남,승용,LNG,0.0
2018-04,충남,승용,LPG,80474.0
2018-04,충남,승용,경유,253602.0
2018-04,충남,승용,기타연료,1.0
2018-04,충남,승용,등유,0.0
2018-04,충남,승용,수소,27.0
2018-04,충남,승용,알코올,0.0
2018-04,충남,승용,전기,564.0
2018-04,충남,승용,태양열,0.0
2018-04,충남,승용,하이브리드,12556.0
2018-04,충남,승용,휘발유,458404.0
2018-04,충남,승합,CNG,415.0
2018-04,충남,승합,LNG,0.0
2018-04,충남,승합,LPG,2871.0
2018-04,충남,승합,경유,39959.0
2018-04,충남,승합,기타연료,720.0
2018-04,충남,승합,등유,0.0
2018-04,충남,승합,수소,0.0
2018-04,충남,승합,알코올,0.0
2018-04,충남,승합,전기,0.0
2018-04,충남,승합,태양열,0.0
2018-04,충남,승합,하이브리드,0.0
2018-04,충남,승합,휘발유,145.0
2018-04,충남,특수,CNG,0.0
2018-04,충남,특수,LNG,0.0
2018-04,충남,특수,LPG,22.0
2018-04,충남,특수,경유,4434.0
2018-04,충남,특수,기타연료,86.0
2018-04,충남,특수,등유,0.0
2018-04,충남,특수,수소,0.0
2018-04,충남,특수,알코올,0.0
2018-04,충남,특수,전기,0.0
2018-04,충남,특수,태양열,0.0
2018-04,충남,특수,하이브리드,0.0
2018-04,충남,특수,휘발유,3.0
2018-04,충남,화물,CNG,11.0
2018-04,충남,화물,LNG,0.0
2018-04,충남,화물,LPG,4226.0
2018-04,충남,화물,경유,207102.0
2018-04,충남,화물,기타연료,5382.0
2018-04,충남,화물,등유,0.0
2018-04,충남,화물,수소,0.0
2018-04,충남,화물,알코올,0.0
2018-04,충남,화물,전기,0.0
2018-04,충남,화물,태양열,0.0
2018-04,충남,화물,하이브리드,0.0
2018-04,충남,화물,휘발유,510.0
2018-04,충북,승용,CNG,249.0
2018-04,충북,승용,LNG,0.0
2018-04,충북,승용,LPG,64977.0
2018-04,충북,승용,경유,188867.0
2018-04,충북,승용,기타연료,3.0
2018-04,충북,승용,등유,0.0
2018-04,충북,승용,수소,0.0
2018-04,충북,승용,알코올,0.0
2018-04,충북,승용,전기,531.0
2018-04,충북,승용,태양열,0.0
2018-04,충북,승용,하이브리드,9544.0
2018-04,충북,승용,휘발유,342503.0
2018-04,충북,승합,CNG,433.0
2018-04,충북,승합,LNG,0.0
2018-04,충북,승합,LPG,2376.0
2018-04,충북,승합,경유,28133.0
2018-04,충북,승합,기타연료,443.0
2018-04,충북,승합,등유,0.0
2018-04,충북,승합,수소,0.0
2018-04,충북,승합,알코올,0.0
2018-04,충북,승합,전기,1.0
2018-04,충북,승합,태양열,0.0
2018-04,충북,승합,하이브리드,3.0
2018-04,충북,승합,휘발유,123.0
2018-04,충북,특수,CNG,0.0
2018-04,충북,특수,LNG,0.0
2018-04,충북,특수,LPG,5.0
2018-04,충북,특수,경유,3722.0
2018-04,충북,특수,기타연료,56.0
2018-04,충북,특수,등유,0.0
2018-04,충북,특수,수소,0.0
2018-04,충북,특수,알코올,0.0
2018-04,충북,특수,전기,0.0
2018-04,충북,특수,태양열,0.0
2018-04,충북,특수,하이브리드,0.0
2018-04,충북,특수,휘발유,0.0
2018-04,충북,화물,CNG,43.0
2018-04,충북,화물,LNG,0.0
2018-04,충북,화물,LPG,3109.0
2018-04,충북,화물,경유,147465.0
2018-04,충북,화물,기타연료,3794.0
2018-04,충북,화물,등유,0.0
2018-04,충북,화물,수소,0.0
2018-04,충북,화물,알코올,0.0
2018-04,충북,화물,전기,1.0
2018-04,충북,화물,태양열,0.0
2018-04,충북,화물,하이브리드,0.0
2018-04,충북,화물,휘발유,373.0
2018-05,강원,승용,CNG,449.0
2018-05,강원,승용,LNG,0.0
2018-05,강원,승용,LPG,57153.0
2018-05,강원,승용,경유,183094.0
2018-05,강원,승용,기타연료,4.0
2018-05,강원,승용,등유,0.0
2018-05,강원,승용,수소,0.0
2018-05,강원,승용,알코올,0.0
2018-05,강원,승용,전기,686.0
2018-05,강원,승용,태양열,0.0
2018-05,강원,승용,하이브리드,9865.0
2018-05,강원,승용,휘발유,317386.0
2018-05,강원,승합,CNG,414.0
2018-05,강원,승합,LNG,0.0
2018-05,강원,승합,LPG,2290.0
2018-05,강원,승합,경유,27323.0
2018-05,강원,승합,기타연료,423.0
2018-05,강원,승합,등유,0.0
2018-05,강원,승합,수소,0.0
2018-05,강원,승합,알코올,0.0
2018-05,강원,승합,전기,5.0
2018-05,강원,승합,태양열,0.0
2018-05,강원,승합,하이브리드,0.0
2018-05,강원,승합,휘발유,127.0
2018-05,강원,특수,CNG,0.0
2018-05,강원,특수,LNG,0.0
2018-05,강원,특수,LPG,7.0
2018-05,강원,특수,경유,2746.0
2018-05,강원,특수,기타연료,63.0
2018-05,강원,특수,등유,0.0
2018-05,강원,특수,수소,0.0
2018-05,강원,특수,알코올,0.0
2018-05,강원,특수,전기,0.0
2018-05,강원,특수,태양열,0.0
2018-05,강원,특수,하이브리드,0.0
2018-05,강원,특수,휘발유,1.0
2018-05,강원,화물,CNG,32.0
2018-05,강원,화물,LNG,0.0
2018-05,강원,화물,LPG,3959.0
2018-05,강원,화물,경유,146395.0
2018-05,강원,화물,기타연료,2038.0
2018-05,강원,화물,등유,0.0
2018-05,강원,화물,수소,0.0
2018-05,강원,화물,알코올,0.0
2018-05,강원,화물,전기,1.0
2018-05,강원,화물,태양열,0.0
2018-05,강원,화물,하이브리드,0.0
2018-05,강원,화물,휘발유,426.0
2018-05,경기,승용,CNG,1550.0
2018-05,경기,승용,LNG,0.0
2018-05,경기,승용,LPG,366067.0
2018-05,경기,승용,경유,1398019.0
2018-05,경기,승용,기타연료,132.0
2018-05,경기,승용,등유,0.0
2018-05,경기,승용,수소,4.0
2018-05,경기,승용,알코올,0.0
2018-05,경기,승용,전기,3382.0
2018-05,경기,승용,태양열,0.0
2018-05,경기,승용,하이브리드,94992.0
2018-05,경기,승용,휘발유,2595637.0
2018-05,경기,승합,CNG,7552.0
2018-05,경기,승합,LNG,0.0
2018-05,경기,승합,LPG,21130.0
2018-05,경기,승합,경유,188947.0
2018-05,경기,승합,기타연료,3287.0
2018-05,경기,승합,등유,0.0
2018-05,경기,승합,수소,0.0
2018-05,경기,승합,알코올,0.0
2018-05,경기,승합,전기,41.0
2018-05,경기,승합,태양열,0.0
2018-05,경기,승합,하이브리드,70.0
2018-05,경기,승합,휘발유,1145.0
2018-05,경기,특수,CNG,0.0
2018-05,경기,특수,LNG,0.0
2018-05,경기,특수,LPG,54.0
2018-05,경기,특수,경유,15698.0
2018-05,경기,특수,기타연료,384.0
2018-05,경기,특수,등유,0.0
2018-05,경기,특수,수소,0.0
2018-05,경기,특수,알코올,0.0
2018-05,경기,특수,전기,0.0
2018-05,경기,특수,태양열,0.0
2018-05,경기,특수,하이브리드,0.0
2018-05,경기,특수,휘발유,10.0
2018-05,경기,화물,CNG,77.0
2018-05,경기,화물,LNG,0.0
2018-05,경기,화물,LPG,37626.0
2018-05,경기,화물,경유,727880.0
2018-05,경기,화물,기타연료,15149.0
2018-05,경기,화물,등유,0.0
2018-05,경기,화물,수소,0.0
2018-05,경기,화물,알코올,0.0
2018-05,경기,화물,전기,3.0
2018-05,경기,화물,태양열,0.0
2018-05,경기,화물,하이브리드,0.0
2018-05,경기,화물,휘발유,2400.0
2018-05,경남,승용,CNG,469.0
2018-05,경남,승용,LNG,0.0
2018-05,경남,승용,LPG,130174.0
2018-05,경남,승용,경유,391753.0
2018-05,경남,승용,기타연료,7.0
2018-05,경남,승용,등유,0.0
2018-05,경남,승용,수소,58.0
2018-05,경남,승용,알코올,0.0
2018-05,경남,승용,전기,1353.0
2018-05,경남,승용,태양열,0.0
2018-05,경남,승용,하이브리드,19932.0
2018-05,경남,승용,휘발유,782700.0
2018-05,경남,승합,CNG,1215.0
2018-05,경남,승합,LNG,0.0
2018-05,경남,승합,LPG,5410.0
2018-05,경남,승합,경유,49832.0
2018-05,경남,승합,기타연료,591.0
2018-05,경남,승합,등유,0.0
2018-05,경남,승합,수소,0.0
2018-05,경남,승합,알코올,0.0
2018-05,경남,승합,전기,2.0
2018-05,경남,승합,태양열,0.0
2018-05,경남,승합,하이브리드,1.0
2018-05,경남,승합,휘발유,262.0
2018-05,경남,특수,CNG,0.0
2018-05,경남,특수,LNG,0.0
2018-05,경남,특수,LPG,17.0
2018-05,경남,특수,경유,7284.0
2018-05,경남,특수,기타연료,112.0
2018-05,경남,특수,등유,0.0
2018-05,경남,특수,수소,0.0
2018-05,경남,특수,알코올,0.0
2018-05,경남,특수,전기,0.0
2018-05,경남,특수,태양열,0.0
2018-05,경남,특수,하이브리드,0.0
2018-05,경남,특수,휘발유,2.0
2018-05,경남,화물,CNG,144.0
2018-05,경남,화물,LNG,0.0
2018-05,경남,화물,LPG,7601.0
2018-05,경남,화물,경유,275610.0
2018-05,경남,화물,기타연료,5911.0
2018-05,경남,화물,등유,1.0
2018-05,경남,화물,수소,0.0
2018-05,경남,화물,알코올,0.0
2018-05,경남,화물,전기,6.0
2018-05,경남,화물,태양열,0.0
2018-05,경남,화물,하이브리드,0.0
2018-05,경남,화물,휘발유,813.0
2018-05,경북,승용,CNG,326.0
2018-05,경북,승용,LNG,0.0
2018-05,경북,승용,LPG,120277.0
2018-05,경북,승용,경유,296715.0
2018-05,경북,승용,기타연료,24.0
2018-05,경북,승용,등유,0.0
2018-05,경북,승용,수소,0.0
2018-05,경북,승용,알코올,0.0
2018-05,경북,승용,전기,1263.0
2018-05,경북,승용,태양열,0.0
2018-05,경북,승용,하이브리드,15314.0
2018-05,경북,승용,휘발유,600549.0
2018-05,경북,승합,CNG,817.0
2018-05,경북,승합,LNG,1.0
2018-05,경북,승합,LPG,4454.0
2018-05,경북,승합,경유,44578.0
2018-05,경북,승합,기타연료,684.0
2018-05,경북,승합,등유,0.0
2018-05,경북,승합,수소,0.0
2018-05,경북,승합,알코올,0.0
2018-05,경북,승합,전기,6.0
2018-05,경북,승합,태양열,0.0
2018-05,경북,승합,하이브리드,10.0
2018-05,경북,승합,휘발유,252.0
2018-05,경북,특수,CNG,0.0
2018-05,경북,특수,LNG,0.0
2018-05,경북,특수,LPG,20.0
2018-05,경북,특수,경유,7291.0
2018-05,경북,특수,기타연료,88.0
2018-05,경북,특수,등유,0.0
2018-05,경북,특수,수소,0.0
2018-05,경북,특수,알코올,0.0
2018-05,경북,특수,전기,1.0
2018-05,경북,특수,태양열,0.0
2018-05,경북,특수,하이브리드,0.0
2018-05,경북,특수,휘발유,2.0
2018-05,경북,화물,CNG,71.0
2018-05,경북,화물,LNG,0.0
2018-05,경북,화물,LPG,6220.0
2018-05,경북,화물,경유,298917.0
2018-05,경북,화물,기타연료,7185.0
2018-05,경북,화물,등유,0.0
2018-05,경북,화물,수소,0.0
2018-05,경북,화물,알코올,0.0
2018-05,경북,화물,전기,1.0
2018-05,경북,화물,태양열,0.0
2018-05,경북,화물,하이브리드,0.0
2018-05,경북,화물,휘발유,851.0
2018-05,광주,승용,CNG,362.0
2018-05,광주,승용,LNG,0.0
2018-05,광주,승용,LPG,81348.0
2018-05,광주,승용,경유,160370.0
2018-05,광주,승용,기타연료,16.0
2018-05,광주,승용,등유,0.0
2018-05,광주,승용,수소,72.0
2018-05,광주,승용,알코올,0.0
2018-05,광주,승용,전기,725.0
2018-05,광주,승용,태양열,0.0
2018-05,광주,승용,하이브리드,9552.0
2018-05,광주,승용,휘발유,287441.0
2018-05,광주,승합,CNG,1114.0
2018-05,광주,승합,LNG,0.0
2018-05,광주,승합,LPG,2341.0
2018-05,광주,승합,경유,17620.0
2018-05,광주,승합,기타연료,360.0
2018-05,광주,승합,등유,0.0
2018-05,광주,승합,수소,0.0
2018-05,광주,승합,알코올,0.0
2018-05,광주,승합,전기,0.0
2018-05,광주,승합,태양열,0.0
2018-05,광주,승합,하이브리드,21.0
2018-05,광주,승합,휘발유,94.0
2018-05,광주,특수,CNG,0.0
2018-05,광주,특수,LNG,0.0
2018-05,광주,특수,LPG,7.0
2018-05,광주,특수,경유,2320.0
2018-05,광주,특수,기타연료,36.0
2018-05,광주,특수,등유,0.0
2018-05,광주,특수,수소,0.0
2018-05,광주,특수,알코올,0.0
2018-05,광주,특수,전기,0.0
2018-05,광주,특수,태양열,0.0
2018-05,광주,특수,하이브리드,0.0
2018-05,광주,특수,휘발유,0.0
2018-05,광주,화물,CNG,9.0
2018-05,광주,화물,LNG,0.0
2018-05,광주,화물,LPG,3154.0
2018-05,광주,화물,경유,85455.0
2018-05,광주,화물,기타연료,2286.0
2018-05,광주,화물,등유,0.0
2018-05,광주,화물,수소,0.0
2018-05,광주,화물,알코올,0.0
2018-05,광주,화물,전기,0.0
2018-05,광주,화물,태양열,0.0
2018-05,광주,화물,하이브리드,0.0
2018-05,광주,화물,휘발유,235.0
2018-05,대구,승용,CNG,848.0
2018-05,대구,승용,LNG,0.0
2018-05,대구,승용,LPG,110764.0
2018-05,대구,승용,경유,280183.0
2018-05,대구,승용,기타연료,53.0
2018-05,대구,승용,등유,0.0
2018-05,대구,승용,수소,1.0
2018-05,대구,승용,알코올,0.0
2018-05,대구,승용,전기,3026.0
2018-05,대구,승용,태양열,0.0
2018-05,대구,승용,하이브리드,18497.0
2018-05,대구,승용,휘발유,553288.0
2018-05,대구,승합,CNG,1716.0
2018-05,대구,승합,LNG,0.0
2018-05,대구,승합,LPG,3983.0
2018-05,대구,승합,경유,27239.0
2018-05,대구,승합,기타연료,557.0
2018-05,대구,승합,등유,0.0
2018-05,대구,승합,수소,0.0
2018-05,대구,승합,알코올,0.0
2018-05,대구,승합,전기,0.0
2018-05,대구,승합,태양열,0.0
2018-05,대구,승합,하이브리드,14.0
2018-05,대구,승합,휘발유,248.0
2018-05,대구,특수,CNG,0.0
2018-05,대구,특수,LNG,0.0
2018-05,대구,특수,LPG,15.0
2018-05,대구,특수,경유,2690.0
2018-05,대구,특수,기타연료,37.0
2018-05,대구,특수,등유,0.0
2018-05,대구,특수,수소,0.0
2018-05,대구,특수,알코올,0.0
2018-05,대구,특수,전기,0.0
2018-05,대구,특수,태양열,0.0
2018-05,대구,특수,하이브리드,0.0
2018-05,대구,특수,휘발유,0.0
2018-05,대구,화물,CNG,105.0
2018-05,대구,화물,LNG,0.0
2018-05,대구,화물,LPG,5776.0
2018-05,대구,화물,경유,154045.0
2018-05,대구,화물,기타연료,2281.0
2018-05,대구,화물,등유,0.0
2018-05,대구,화물,수소,0.0
2018-05,대구,화물,알코올,0.0
2018-05,대구,화물,전기,0.0
2018-05,대구,화물,태양열,0.0
2018-05,대구,화물,하이브리드,0.0
2018-05,대구,화물,휘발유,524.0
2018-05,대전,승용,CNG,424.0
2018-05,대전,승용,LNG,0.0
2018-05,대전,승용,LPG,66794.0
2018-05,대전,승용,경유,154261.0
2018-05,대전,승용,기타연료,1.0
2018-05,대전,승용,등유,0.0
2018-05,대전,승용,수소,1.0
2018-05,대전,승용,알코올,0.0
2018-05,대전,승용,전기,455.0
2018-05,대전,승용,태양열,0.0
2018-05,대전,승용,하이브리드,9158.0
2018-05,대전,승용,휘발유,320663.0
2018-05,대전,승합,CNG,1236.0
2018-05,대전,승합,LNG,2.0
2018-05,대전,승합,LPG,2491.0
2018-05,대전,승합,경유,18328.0
2018-05,대전,승합,기타연료,349.0
2018-05,대전,승합,등유,0.0
2018-05,대전,승합,수소,0.0
2018-05,대전,승합,알코올,0.0
2018-05,대전,승합,전기,2.0
2018-05,대전,승합,태양열,0.0
2018-05,대전,승합,하이브리드,1.0
2018-05,대전,승합,휘발유,120.0
2018-05,대전,특수,CNG,0.0
2018-05,대전,특수,LNG,0.0
2018-05,대전,특수,LPG,3.0
2018-05,대전,특수,경유,2290.0
2018-05,대전,특수,기타연료,32.0
2018-05,대전,특수,등유,0.0
2018-05,대전,특수,수소,0.0
2018-05,대전,특수,알코올,0.0
2018-05,대전,특수,전기,0.0
2018-05,대전,특수,태양열,0.0
2018-05,대전,특수,하이브리드,0.0
2018-05,대전,특수,휘발유,2.0
2018-05,대전,화물,CNG,51.0
2018-05,대전,화물,LNG,0.0
2018-05,대전,화물,LPG,2628.0
2018-05,대전,화물,경유,81789.0
2018-05,대전,화물,기타연료,2162.0
2018-05,대전,화물,등유,0.0
2018-05,대전,화물,수소,0.0
2018-05,대전,화물,알코올,0.0
2018-05,대전,화물,전기,1.0
2018-05,대전,화물,태양열,0.0
2018-05,대전,화물,하이브리드,0.0
2018-05,대전,화물,휘발유,273.0
2018-05,부산,승용,CNG,414.0
2018-05,부산,승용,LNG,0.0
2018-05,부산,승용,LPG,112736.0
2018-05,부산,승용,경유,328090.0
2018-05,부산,승용,기타연료,39.0
2018-05,부산,승용,등유,0.0
2018-05,부산,승용,수소,0.0
2018-05,부산,승용,알코올,0.0
2018-05,부산,승용,전기,1082.0
2018-05,부산,승용,태양열,0.0
2018-05,부산,승용,하이브리드,19888.0
2018-05,부산,승용,휘발유,640242.0
2018-05,부산,승합,CNG,2676.0
2018-05,부산,승합,LNG,0.0
2018-05,부산,승합,LPG,5537.0
2018-05,부산,승합,경유,37419.0
2018-05,부산,승합,기타연료,340.0
2018-05,부산,승합,등유,0.0
2018-05,부산,승합,수소,0.0
2018-05,부산,승합,알코올,0.0
2018-05,부산,승합,전기,36.0
2018-05,부산,승합,태양열,0.0
2018-05,부산,승합,하이브리드,3.0
2018-05,부산,승합,휘발유,259.0
2018-05,부산,특수,CNG,0.0
2018-05,부산,특수,LNG,0.0
2018-05,부산,특수,LPG,10.0
2018-05,부산,특수,경유,10025.0
2018-05,부산,특수,기타연료,37.0
2018-05,부산,특수,등유,0.0
