연월,지역,차종,연료,count
2016-01,세종,특수,알코올,0.0
2016-01,세종,특수,전기,0.0
2016-01,세종,특수,태양열,0.0
2016-01,세종,특수,하이브리드,0.0
2016-01,세종,특수,휘발유,0.0
2016-01,세종,화물,CNG,0.0
2016-01,세종,화물,LNG,0.0
2016-01,세종,화물,LPG,325.0
2016-01,세종,화물,경유,12495.0
2016-01,세종,화물,기타연료,160.0
2016-01,세종,화물,등유,0.0
2016-01,세종,화물,수소,0.0
2016-01,세종,화물,알코올,0.0
2016-01,세종,화물,전기,0.0
2016-01,세종,화물,태양열,0.0
2016-01,세종,화물,하이브리드,0.0
2016-01,세종,화물,휘발유,38.0
2016-01,울산,승용,CNG,89.0
2016-01,울산,승용,LNG,0.0
2016-01,울산,승용,LPG,39589.0
2016-01,울산,승용,경유,128170.0
2016-01,울산,승용,기타연료,11.0
2016-01,울산,승용,등유,0.0
2016-01,울산,승용,수소,1.0
2016-01,울산,승용,알코올,0.0
2016-01,울산,승용,전기,55.0
2016-01,울산,승용,태양열,0.0
2016-01,울산,승용,하이브리드,3939.0
2016-01,울산,승용,휘발유,265726.0
2016-01,울산,승합,CNG,737.0
2016-01,울산,승합,LNG,0.0
2016-01,울산,승합,LPG,1971.0
2016-01,울산,승합,경유,13866.0
2016-01,울산,승합,기타연료,108.0
2016-01,울산,승합,등유,1.0
2016-01,울산,승합,수소,0.0
2016-01,울산,승합,알코올,0.0
2016-01,울산,승합,전기,0.0
2016-01,울산,승합,태양열,0.0
2016-01,울산,승합,하이브리드,8.0
2016-01,울산,승합,휘발유,73.0
2016-01,울산,특수,CNG,0.0
2016-01,울산,특수,LNG,0.0
2016-01,울산,특수,LPG,3.0
2016-01,울산,특수,경유,2416.0
2016-01,울산,특수,기타연료,19.0
2016-01,울산,특수,등유,0.0
2016-01,울산,특수,수소,0.0
2016-01,울산,특수,알코올,0.0
2016-01,울산,특수,전기,0.0
2016-01,울산,특수,태양열,0.0
2016-01,울산,특수,하이브리드,0.0
2016-01,울산,특수,휘발유,1.0
2016-01,울산,화물,CNG,12.0
2016-01,울산,화물,LNG,0.0
2016-01,울산,화물,LPG,2481.0
2016-01,울산,화물,경유,64260.0
2016-01,울산,화물,기타연료,3718.0
2016-01,울산,화물,등유,0.0
2016-01,울산,화물,수소,0.0
2016-01,울산,화물,알코올,0.0
2016-01,울산,화물,전기,0.0
2016-01,울산,화물,태양열,0.0
2016-01,울산,화물,하이브리드,0.0
2016-01,울산,화물,휘발유,195.0
2016-01,인천,승용,CNG,319.0
2016-01,인천,승용,LNG,0.0
2016-01,인천,승용,LPG,135989.0
2016-01,인천,승용,경유,361899.0
2016-01,인천,승용,기타연료,7.0
2016-01,인천,승용,등유,0.0
2016-01,인천,승용,수소,0.0
2016-01,인천,승용,알코올,0.0
2016-01,인천,승용,전기,145.0
2016-01,인천,승용,태양열,0.0
2016-01,인천,승용,하이브리드,10362.0
2016-01,인천,승용,휘발유,613306.0
2016-01,인천,승합,CNG,2429.0
2016-01,인천,승합,LNG,0.0
2016-01,인천,승합,LPG,9122.0
2016-01,인천,승합,경유,45759.0
2016-01,인천,승합,기타연료,192.0
2016-01,인천,승합,등유,0.0
2016-01,인천,승합,수소,0.0
2016-01,인천,승합,알코올,0.0
2016-01,인천,승합,전기,0.0
2016-01,인천,승합,태양열,0.0
2016-01,인천,승합,하이브리드,5.0
2016-01,인천,승합,휘발유,241.0
2016-01,인천,특수,CNG,0.0
2016-01,인천,특수,LNG,0.0
2016-01,인천,특수,LPG,10.0
2016-01,인천,특수,경유,5510.0
2016-01,인천,특수,기타연료,77.0
2016-01,인천,특수,등유,0.0
2016-01,인천,특수,수소,0.0
2016-01,인천,특수,알코올,0.0
2016-01,인천,특수,전기,0.0
2016-01,인천,특수,태양열,0.0
2016-01,인천,특수,하이브리드,0.0
2016-01,인천,특수,휘발유,5.0
2016-01,인천,화물,CNG,29.0
2016-01,인천,화물,LNG,0.0
2016-01,인천,화물,LPG,12030.0
2016-01,인천,화물,경유,157812.0
2016-01,인천,화물,기타연료,8893.0
2016-01,인천,화물,등유,0.0
2016-01,인천,화물,수소,0.0
2016-01,인천,화물,알코올,0.0
2016-01,인천,화물,전기,0.0
2016-01,인천,화물,태양열,0.0
2016-01,인천,화물,하이브리드,0.0
2016-01,인천,화물,휘발유,360.0
2016-01,전남,승용,CNG,235.0
2016-01,전남,승용,LNG,0.0
2016-01,전남,승용,LPG,100110.0
2016-01,전남,승용,경유,193028.0
2016-01,전남,승용,기타연료,5.0
2016-01,전남,승용,등유,0.0
2016-01,전남,승용,수소,1.0
2016-01,전남,승용,알코올,0.0
2016-01,전남,승용,전기,290.0
2016-01,전남,승용,태양열,0.0
2016-01,전남,승용,하이브리드,5851.0
2016-01,전남,승용,휘발유,331497.0
2016-01,전남,승합,CNG,707.0
2016-01,전남,승합,LNG,1.0
2016-01,전남,승합,LPG,4943.0
2016-01,전남,승합,경유,36002.0
2016-01,전남,승합,기타연료,164.0
2016-01,전남,승합,등유,0.0
2016-01,전남,승합,수소,0.0
2016-01,전남,승합,알코올,0.0
2016-01,전남,승합,전기,0.0
2016-01,전남,승합,태양열,0.0
2016-01,전남,승합,하이브리드,0.0
2016-01,전남,승합,휘발유,145.0
2016-01,전남,특수,CNG,0.0
2016-01,전남,특수,LNG,0.0
2016-01,전남,특수,LPG,23.0
2016-01,전남,특수,경유,5740.0
2016-01,전남,특수,기타연료,153.0
2016-01,전남,특수,등유,0.0
2016-01,전남,특수,수소,0.0
2016-01,전남,특수,알코올,0.0
2016-01,전남,특수,전기,0.0
2016-01,전남,특수,태양열,0.0
2016-01,전남,특수,하이브리드,0.0
2016-01,전남,특수,휘발유,2.0
2016-01,전남,화물,CNG,76.0
2016-01,전남,화물,LNG,0.0
2016-01,전남,화물,LPG,4921.0
2016-01,전남,화물,경유,212768.0
2016-01,전남,화물,기타연료,6509.0
2016-01,전남,화물,등유,0.0
2016-01,전남,화물,수소,0.0
2016-01,전남,화물,알코올,0.0
2016-01,전남,화물,전기,0.0
2016-01,전남,화물,태양열,0.0
2016-01,전남,화물,하이브리드,0.0
2016-01,전남,화물,휘발유,565.0
2016-01,전북,승용,CNG,357.0
2016-01,전북,승용,LNG,0.0
2016-01,전북,승용,LPG,93887.0
2016-01,전북,승용,경유,183338.0
2016-01,전북,승용,기타연료,10.0
2016-01,전북,승용,등유,0.0
2016-01,전북,승용,수소,0.0
2016-01,전북,승용,알코올,0.0
2016-01,전북,승용,전기,38.0
2016-01,전북,승용,태양열,0.0
2016-01,전북,승용,하이브리드,5691.0
2016-01,전북,승용,휘발유,340617.0
2016-01,전북,승합,CNG,672.0
2016-01,전북,승합,LNG,0.0
2016-01,전북,승합,LPG,4188.0
2016-01,전북,승합,경유,30917.0
2016-01,전북,승합,기타연료,176.0
2016-01,전북,승합,등유,0.0
2016-01,전북,승합,수소,0.0
2016-01,전북,승합,알코올,0.0
2016-01,전북,승합,전기,0.0
2016-01,전북,승합,태양열,0.0
2016-01,전북,승합,하이브리드,6.0
2016-01,전북,승합,휘발유,140.0
2016-01,전북,특수,CNG,0.0
2016-01,전북,특수,LNG,0.0
2016-01,전북,특수,LPG,9.0
2016-01,전북,특수,경유,2876.0
2016-01,전북,특수,기타연료,36.0
2016-01,전북,특수,등유,0.0
2016-01,전북,특수,수소,0.0
2016-01,전북,특수,알코올,0.0
2016-01,전북,특수,전기,0.0
2016-01,전북,특수,태양열,0.0
2016-01,전북,특수,하이브리드,0.0
2016-01,전북,특수,휘발유,1.0
2016-01,전북,화물,CNG,71.0
2016-01,전북,화물,LNG,0.0
2016-01,전북,화물,LPG,3892.0
2016-01,전북,화물,경유,172617.0
2016-01,전북,화물,기타연료,2557.0
2016-01,전북,화물,등유,0.0
2016-01,전북,화물,수소,0.0
2016-01,전북,화물,알코올,0.0
2016-01,전북,화물,전기,0.0
2016-01,전북,화물,태양열,0.0
2016-01,전북,화물,하이브리드,0.0
2016-01,전북,화물,휘발유,491.0
2016-01,제주,승용,CNG,16.0
2016-01,제주,승용,LNG,0.0
2016-01,제주,승용,LPG,60522.0
2016-01,제주,승용,경유,91512.0
2016-01,제주,승용,기타연료,1.0
2016-01,제주,승용,등유,0.0
2016-01,제주,승용,수소,0.0
2016-01,제주,승용,알코올,0.0
2016-01,제주,승용,전기,2367.0
2016-01,제주,승용,태양열,0.0
2016-01,제주,승용,하이브리드,4405.0
2016-01,제주,승용,휘발유,183644.0
2016-01,제주,승합,CNG,0.0
2016-01,제주,승합,LNG,0.0
2016-01,제주,승합,LPG,3546.0
2016-01,제주,승합,경유,17735.0
2016-01,제주,승합,기타연료,34.0
2016-01,제주,승합,등유,0.0
2016-01,제주,승합,수소,0.0
2016-01,제주,승합,알코올,0.0
2016-01,제주,승합,전기,0.0
2016-01,제주,승합,태양열,0.0
2016-01,제주,승합,하이브리드,0.0
2016-01,제주,승합,휘발유,99.0
2016-01,제주,특수,CNG,0.0
2016-01,제주,특수,LNG,0.0
2016-01,제주,특수,LPG,3.0
2016-01,제주,특수,경유,894.0
2016-01,제주,특수,기타연료,5.0
2016-01,제주,특수,등유,0.0
2016-01,제주,특수,수소,0.0
2016-01,제주,특수,알코올,0.0
2016-01,제주,특수,전기,0.0
2016-01,제주,특수,태양열,0.0
2016-01,제주,특수,하이브리드,0.0
2016-01,제주,특수,휘발유,0.0
2016-01,제주,화물,CNG,0.0
2016-01,제주,화물,LNG,0.0
2016-01,제주,화물,LPG,3795.0
2016-01,제주,화물,경유,69208.0
2016-01,제주,화물,기타연료,362.0
2016-01,제주,화물,등유,0.0
2016-01,제주,화물,수소,0.0
2016-01,제주,화물,알코올,0.0
2016-01,제주,화물,전기,5.0
2016-01,제주,화물,태양열,0.0
2016-01,제주,화물,하이브리드,0.0
2016-01,제주,화물,휘발유,130.0
2016-01,충남,승용,CNG,165.0
2016-01,충남,승용,LNG,0.0
2016-01,충남,승용,LPG,83347.0
2016-01,충남,승용,경유,209826.0
2016-01,충남,승용,기타연료,1.0
2016-01,충남,승용,등유,0.0
