연월,시도별,차종,용도,count
2021-07,전북,승용,관용,1771
2021-07,전남,승용,관용,2169
2021-07,경북,승용,관용,2605
2021-07,경남,승용,관용,2476
2021-07,제주,승용,관용,833
2021-07,합계,승용,관용,33655
2021-07,서울,승용,자가용,2603951
2021-07,부산,승용,자가용,1119651
2021-07,대구,승용,자가용,992899
2021-07,인천,승용,자가용,1138010
2021-07,광주,승용,자가용,565910
2021-07,대전,승용,자가용,565495
2021-07,울산,승용,자가용,482028
2021-07,세종,승용,자가용,158035
2021-07,경기,승용,자가용,5004417
2021-07,강원,승용,자가용,614339
2021-07,충북,승용,자가용,675366
2021-07,충남,승용,자가용,880089
2021-07,전북,승용,자가용,712993
2021-07,전남,승용,자가용,700381
2021-07,경북,승용,자가용,1099345
2021-07,경남,승용,자가용,1377422
2021-07,제주,승용,자가용,300557
2021-07,합계,승용,자가용,18990888
2021-07,서울,승용,영업용,123239
2021-07,부산,승용,영업용,92003
2021-07,대구,승용,영업용,25956
2021-07,인천,승용,영업용,287702
2021-07,광주,승용,영업용,14296
2021-07,대전,승용,영업용,14437
2021-07,울산,승용,영업용,7959
2021-07,세종,승용,영업용,749
2021-07,경기,승용,영업용,71331
2021-07,강원,승용,영업용,11769
2021-07,충북,승용,영업용,15914
2021-07,충남,승용,영업용,13486
2021-07,전북,승용,영업용,16826
2021-07,전남,승용,영업용,148574
2021-07,경북,승용,영업용,13857
2021-07,경남,승용,영업용,84603
2021-07,제주,승용,영업용,239895
2021-07,합계,승용,영업용,1182596
2021-07,서울,승합,관용,3724
2021-07,부산,승합,관용,1267
2021-07,대구,승합,관용,908
2021-07,인천,승합,관용,1114
2021-07,광주,승합,관용,599
2021-07,대전,승합,관용,536
2021-07,울산,승합,관용,461
2021-07,세종,승합,관용,186
2021-07,경기,승합,관용,4274
2021-07,강원,승합,관용,1566
2021-07,충북,승합,관용,1029
2021-07,충남,승합,관용,1241
2021-07,전북,승합,관용,1307
2021-07,전남,승합,관용,1596
2021-07,경북,승합,관용,1785
2021-07,경남,승합,관용,1911
2021-07,제주,승합,관용,487
2021-07,합계,승합,관용,23991
2021-07,서울,승합,자가용,83717
2021-07,부산,승합,자가용,33315
2021-07,대구,승합,자가용,24664
2021-07,인천,승합,자가용,35663
2021-07,광주,승합,자가용,16177
2021-07,대전,승합,자가용,16765
2021-07,울산,승합,자가용,11784
2021-07,세종,승합,자가용,3638
2021-07,경기,승합,자가용,163569
2021-07,강원,승합,자가용,23283
2021-07,충북,승합,자가용,24102
2021-07,충남,승합,자가용,33911
2021-07,전북,승합,자가용,26417
2021-07,전남,승합,자가용,29250
2021-07,경북,승합,자가용,39959
2021-07,경남,승합,자가용,42959
2021-07,제주,승합,자가용,10982
2021-07,합계,승합,자가용,620155
2021-07,서울,승합,영업용,15246
2021-07,부산,승합,영업용,6013
2021-07,대구,승합,영업용,3938
2021-07,인천,승합,영업용,10343
2021-07,광주,승합,영업용,2351
2021-07,대전,승합,영업용,2147
2021-07,울산,승합,영업용,1922
2021-07,세종,승합,영업용,470
2021-07,경기,승합,영업용,31987
2021-07,강원,승합,영업용,3078
2021-07,충북,승합,영업용,3729
2021-07,충남,승합,영업용,5338
2021-07,전북,승합,영업용,4114
2021-07,전남,승합,영업용,7829
2021-07,경북,승합,영업용,5330
2021-07,경남,승합,영업용,7304
2021-07,제주,승합,영업용,6990
2021-07,합계,승합,영업용,118129
2021-07,서울,화물,관용,3915
2021-07,부산,화물,관용,1600
2021-07,대구,화물,관용,1385
2021-07,인천,화물,관용,1338
2021-07,광주,화물,관용,727
2021-07,대전,화물,관용,619
2021-07,울산,화물,관용,637
2021-07,세종,화물,관용,246
2021-07,경기,화물,관용,5637
2021-07,강원,화물,관용,2504
2021-07,충북,화물,관용,1563
2021-07,충남,화물,관용,2364
2021-07,전북,화물,관용,2067
2021-07,전남,화물,관용,2500
2021-07,경북,화물,관용,2983
2021-07,경남,화물,관용,2623
2021-07,제주,화물,관용,1021
2021-07,합계,화물,관용,33729
2021-07,서울,화물,자가용,265279
2021-07,부산,화물,자가용,150379
2021-07,대구,화물,자가용,136133
2021-07,인천,화물,자가용,160638
2021-07,광주,화물,자가용,77523
2021-07,대전,화물,자가용,73237
2021-07,울산,화물,자가용,60773
2021-07,세종,화물,자가용,14777
2021-07,경기,화물,자가용,694727
2021-07,강원,화물,자가용,148914
2021-07,충북,화물,자가용,142431
2021-07,충남,화물,자가용,203235
2021-07,전북,화물,자가용,169894
2021-07,전남,화물,자가용,223185
2021-07,경북,화물,자가용,291581
2021-07,경남,화물,자가용,264812
2021-07,제주,화물,자가용,77103
2021-07,합계,화물,자가용,3154621
2021-07,서울,화물,영업용,58587
2021-07,부산,화물,영업용,34083
2021-07,대구,화물,영업용,19392
2021-07,인천,화물,영업용,32217
2021-07,광주,화물,영업용,13652
2021-07,대전,화물,영업용,11810
2021-07,울산,화물,영업용,9528
2021-07,세종,화물,영업용,1657
2021-07,경기,화물,영업용,120158
2021-07,강원,화물,영업용,8693
2021-07,충북,화물,영업용,14691
2021-07,충남,화물,영업용,18228
2021-07,전북,화물,영업용,15603
2021-07,전남,화물,영업용,20394
2021-07,경북,화물,영업용,24452
2021-07,경남,화물,영업용,25332
2021-07,제주,화물,영업용,3744
2021-07,합계,화물,영업용,432221
2021-07,서울,특수,관용,372
2021-07,부산,특수,관용,139
2021-07,대구,특수,관용,121
2021-07,인천,특수,관용,119
2021-07,광주,특수,관용,82
2021-07,대전,특수,관용,71
2021-07,울산,특수,관용,44
2021-07,세종,특수,관용,48
2021-07,경기,특수,관용,557
2021-07,강원,특수,관용,187
2021-07,충북,특수,관용,122
2021-07,충남,특수,관용,277
2021-07,전북,특수,관용,166
2021-07,전남,특수,관용,183
2021-07,경북,특수,관용,260
2021-07,경남,특수,관용,206
2021-07,제주,특수,관용,79
2021-07,합계,특수,관용,3033
2021-07,서울,특수,자가용,4142
2021-07,부산,특수,자가용,2245
2021-07,대구,특수,자가용,1801
2021-07,인천,특수,자가용,2568
2021-07,광주,특수,자가용,1265
2021-07,대전,특수,자가용,1322
2021-07,울산,특수,자가용,922
2021-07,세종,특수,자가용,393
2021-07,경기,특수,자가용,11467
2021-07,강원,특수,자가용,2019
2021-07,충북,특수,자가용,2100
2021-07,충남,특수,자가용,2712
2021-07,전북,특수,자가용,2098
2021-07,전남,특수,자가용,2881
2021-07,경북,특수,자가용,3378
2021-07,경남,특수,자가용,3399
2021-07,제주,특수,자가용,838
2021-07,합계,특수,자가용,45550
2021-07,서울,특수,영업용,5055
2021-07,부산,특수,영업용,8891
2021-07,대구,특수,영업용,2131
2021-07,인천,특수,영업용,5370
2021-07,광주,특수,영업용,1846
2021-07,대전,특수,영업용,1652
2021-07,울산,특수,영업용,2169
2021-07,세종,특수,영업용,170
2021-07,경기,특수,영업용,11549
2021-07,강원,특수,영업용,1778
2021-07,충북,특수,영업용,2785
2021-07,충남,특수,영업용,3066
2021-07,전북,특수,영업용,2266
2021-07,전남,특수,영업용,4942
2021-07,경북,특수,영업용,5102
2021-07,경남,특수,영업용,5535
2021-07,제주,특수,영업용,647
2021-07,합계,특수,영업용,64954
2021-08,서울,승용,관용,4568
2021-08,부산,승용,관용,1690
2021-08,대구,승용,관용,979
2021-08,인천,승용,관용,1541
2021-08,광주,승용,관용,833
2021-08,대전,승용,관용,649
2021-08,울산,승용,관용,705
2021-08,세종,승용,관용,323
2021-08,경기,승용,관용,7374
2021-08,강원,승용,관용,1828
2021-08,충북,승용,관용,1355
2021-08,충남,승용,관용,1944
2021-08,전북,승용,관용,1769
2021-08,전남,승용,관용,2173
2021-08,경북,승용,관용,2605
2021-08,경남,승용,관용,2476
2021-08,제주,승용,관용,832
2021-08,합계,승용,관용,33644
2021-08,서울,승용,자가용,2604675
2021-08,부산,승용,자가용,1121550
2021-08,대구,승용,자가용,993638
2021-08,인천,승용,자가용,1140776
2021-08,광주,승용,자가용,567010
2021-08,대전,승용,자가용,566159
2021-08,울산,승용,자가용,482160
2021-08,세종,승용,자가용,158469
2021-08,경기,승용,자가용,5018836
2021-08,강원,승용,자가용,615396
2021-08,충북,승용,자가용,676521
2021-08,충남,승용,자가용,881519
2021-08,전북,승용,자가용,713936
2021-08,전남,승용,자가용,701354
2021-08,경북,승용,자가용,1100485
2021-08,경남,승용,자가용,1378876
2021-08,제주,승용,자가용,301493
2021-08,합계,승용,자가용,19022853
2021-08,서울,승용,영업용,123252
2021-08,부산,승용,영업용,93000
2021-08,대구,승용,영업용,26021
2021-08,인천,승용,영업용,284796
2021-08,광주,승용,영업용,14270
2021-08,대전,승용,영업용,14611
2021-08,울산,승용,영업용,7927
2021-08,세종,승용,영업용,788
2021-08,경기,승용,영업용,73634
2021-08,강원,승용,영업용,11831
2021-08,충북,승용,영업용,16091
2021-08,충남,승용,영업용,13423
2021-08,전북,승용,영업용,16657
2021-08,전남,승용,영업용,150256
2021-08,경북,승용,영업용,13891
2021-08,경남,승용,영업용,84820
2021-08,제주,승용,영업용,241477
2021-08,합계,승용,영업용,1186745
2021-08,서울,승합,관용,3722
2021-08,부산,승합,관용,1271
2021-08,대구,승합,관용,905
2021-08,인천,승합,관용,1109
2021-08,광주,승합,관용,599
2021-08,대전,승합,관용,536
2021-08,울산,승합,관용,463
2021-08,세종,승합,관용,186
2021-08,경기,승합,관용,4252
2021-08,강원,승합,관용,1563
2021-08,충북,승합,관용,1035
2021-08,충남,승합,관용,1237
2021-08,전북,승합,관용,1310
2021-08,전남,승합,관용,1596
2021-08,경북,승합,관용,1784
2021-08,경남,승합,관용,1910
2021-08,제주,승합,관용,488
2021-08,합계,승합,관용,23966
2021-08,서울,승합,자가용,83253
2021-08,부산,승합,자가용,33182
2021-08,대구,승합,자가용,24598
2021-08,인천,승합,자가용,35440
2021-08,광주,승합,자가용,16069
2021-08,대전,승합,자가용,16745
2021-08,울산,승합,자가용,11728
2021-08,세종,승합,자가용,3640
2021-08,경기,승합,자가용,162995
2021-08,강원,승합,자가용,23193
2021-08,충북,승합,자가용,24027
2021-08,충남,승합,자가용,33741
2021-08,전북,승합,자가용,26342
2021-08,전남,승합,자가용,29226
2021-08,경북,승합,자가용,39825
2021-08,경남,승합,자가용,42767
2021-08,제주,승합,자가용,10982
2021-08,합계,승합,자가용,617753
2021-08,서울,승합,영업용,15197
2021-08,부산,승합,영업용,6004
2021-08,대구,승합,영업용,3925
2021-08,인천,승합,영업용,10253
2021-08,광주,승합,영업용,2347
2021-08,대전,승합,영업용,2146
2021-08,울산,승합,영업용,1921
2021-08,세종,승합,영업용,468
2021-08,경기,승합,영업용,31954
2021-08,강원,승합,영업용,3070
2021-08,충북,승합,영업용,3736
2021-08,충남,승합,영업용,5342
2021-08,전북,승합,영업용,4106
2021-08,전남,승합,영업용,7804
2021-08,경북,승합,영업용,5325
2021-08,경남,승합,영업용,7285
2021-08,제주,승합,영업용,6964
2021-08,합계,승합,영업용,117847
2021-08,서울,화물,관용,3907
2021-08,부산,화물,관용,1590
2021-08,대구,화물,관용,1379
2021-08,인천,화물,관용,1333
2021-08,광주,화물,관용,721
2021-08,대전,화물,관용,618
2021-08,울산,화물,관용,639
2021-08,세종,화물,관용,245
2021-08,경기,화물,관용,5629
2021-08,강원,화물,관용,2502
2021-08,충북,화물,관용,1560
2021-08,충남,화물,관용,2366
2021-08,전북,화물,관용,2070
2021-08,전남,화물,관용,2503
2021-08,경북,화물,관용,2981
2021-08,경남,화물,관용,2603
2021-08,제주,화물,관용,1020
2021-08,합계,화물,관용,33666
2021-08,서울,화물,자가용,264838
2021-08,부산,화물,자가용,150450
2021-08,대구,화물,자가용,136209
2021-08,인천,화물,자가용,160609
2021-08,광주,화물,자가용,77507
2021-08,대전,화물,자가용,73366
2021-08,울산,화물,자가용,60785
2021-08,세종,화물,자가용,14754
2021-08,경기,화물,자가용,696033
2021-08,강원,화물,자가용,148934
2021-08,충북,화물,자가용,142719
2021-08,충남,화물,자가용,203323
2021-08,전북,화물,자가용,170029
2021-08,전남,화물,자가용,223494
2021-08,경북,화물,자가용,291707
2021-08,경남,화물,자가용,264636
2021-08,제주,화물,자가용,77318
2021-08,합계,화물,자가용,3156711
2021-08,서울,화물,영업용,58706
2021-08,부산,화물,영업용,34126
2021-08,대구,화물,영업용,19395
2021-08,인천,화물,영업용,32318
2021-08,광주,화물,영업용,13651
2021-08,대전,화물,영업용,11804
2021-08,울산,화물,영업용,9543
2021-08,세종,화물,영업용,1661
2021-08,경기,화물,영업용,120649
2021-08,강원,화물,영업용,8716
2021-08,충북,화물,영업용,14765
2021-08,충남,화물,영업용,18346
2021-08,전북,화물,영업용,15637
2021-08,전남,화물,영업용,20440
2021-08,경북,화물,영업용,24455
2021-08,경남,화물,영업용,25394
2021-08,제주,화물,영업용,3750
2021-08,합계,화물,영업용,433356
2021-08,서울,특수,관용,370
2021-08,부산,특수,관용,138
2021-08,대구,특수,관용,120
2021-08,인천,특수,관용,120
2021-08,광주,특수,관용,82
2021-08,대전,특수,관용,71
2021-08,울산,특수,관용,44
2021-08,세종,특수,관용,50
2021-08,경기,특수,관용,572
2021-08,강원,특수,관용,186
2021-08,충북,특수,관용,124
2021-08,충남,특수,관용,278
2021-08,전북,특수,관용,164
2021-08,전남,특수,관용,183
2021-08,경북,특수,관용,261
2021-08,경남,특수,관용,208
2021-08,제주,특수,관용,77
2021-08,합계,특수,관용,3048
2021-08,서울,특수,자가용,4200
2021-08,부산,특수,자가용,2293
2021-08,대구,특수,자가용,1848
2021-08,인천,특수,자가용,2626
2021-08,광주,특수,자가용,1295
2021-08,대전,특수,자가용,1352
2021-08,울산,특수,자가용,931
2021-08,세종,특수,자가용,414
2021-08,경기,특수,자가용,11728
2021-08,강원,특수,자가용,2042
2021-08,충북,특수,자가용,2119
2021-08,충남,특수,자가용,2727
2021-08,전북,특수,자가용,2126
2021-08,전남,특수,자가용,2908
2021-08,경북,특수,자가용,3451
2021-08,경남,특수,자가용,3441
2021-08,제주,특수,자가용,922
2021-08,합계,특수,자가용,46423
2021-08,서울,특수,영업용,5061
2021-08,부산,특수,영업용,8918
2021-08,대구,특수,영업용,2131
2021-08,인천,특수,영업용,5380
2021-08,광주,특수,영업용,1842
2021-08,대전,특수,영업용,1664
2021-08,울산,특수,영업용,2177
2021-08,세종,특수,영업용,169
2021-08,경기,특수,영업용,11591
2021-08,강원,특수,영업용,1776
2021-08,충북,특수,영업용,2787
2021-08,충남,특수,영업용,3091
2021-08,전북,특수,영업용,2281
2021-08,전남,특수,영업용,4955
2021-08,경북,특수,영업용,5103
2021-08,경남,특수,영업용,5551
2021-08,제주,특수,영업용,644
2021-08,합계,특수,영업용,65121
2021-09,서울,승용,관용,4546
2021-09,부산,승용,관용,1653
2021-09,대구,승용,관용,975
2021-09,인천,승용,관용,1534
2021-09,광주,승용,관용,821
2021-09,대전,승용,관용,648
2021-09,울산,승용,관용,702
2021-09,세종,승용,관용,321
2021-09,경기,승용,관용,7362
2021-09,강원,승용,관용,1829
2021-09,충북,승용,관용,1355
2021-09,충남,승용,관용,1955
2021-09,전북,승용,관용,1768
2021-09,전남,승용,관용,2173
2021-09,경북,승용,관용,2608
2021-09,경남,승용,관용,2471
2021-09,제주,승용,관용,833
2021-09,합계,승용,관용,33554
2021-09,서울,승용,자가용,2608232
2021-09,부산,승용,자가용,1120999
2021-09,대구,승용,자가용,993599
2021-09,인천,승용,자가용,1143050
2021-09,광주,승용,자가용,568098
2021-09,대전,승용,자가용,567022
2021-09,울산,승용,자가용,482450
2021-09,세종,승용,자가용,159108
2021-09,경기,승용,자가용,5032431
2021-09,강원,승용,자가용,616931
2021-09,충북,승용,자가용,677680
2021-09,충남,승용,자가용,883144
2021-09,전북,승용,자가용,714559
2021-09,전남,승용,자가용,702266
2021-09,경북,승용,자가용,1101703
2021-09,경남,승용,자가용,1380799
2021-09,제주,승용,자가용,302320
2021-09,합계,승용,자가용,19054391
2021-09,서울,승용,영업용,123890
2021-09,부산,승용,영업용,94047
2021-09,대구,승용,영업용,26094
2021-09,인천,승용,영업용,276586
2021-09,광주,승용,영업용,14391
2021-09,대전,승용,영업용,14671
2021-09,울산,승용,영업용,7933
2021-09,세종,승용,영업용,805
2021-09,경기,승용,영업용,73323
2021-09,강원,승용,영업용,11865
2021-09,충북,승용,영업용,16092
2021-09,충남,승용,영업용,13428
2021-09,전북,승용,영업용,16486
2021-09,전남,승용,영업용,159100
2021-09,경북,승용,영업용,13854
2021-09,경남,승용,영업용,85234
2021-09,제주,승용,영업용,243243
2021-09,합계,승용,영업용,1191042
2021-09,서울,승합,관용,3724
2021-09,부산,승합,관용,1264
2021-09,대구,승합,관용,914
2021-09,인천,승합,관용,1090
2021-09,광주,승합,관용,609
2021-09,대전,승합,관용,546
2021-09,울산,승합,관용,466
2021-09,세종,승합,관용,186
2021-09,경기,승합,관용,4247
2021-09,강원,승합,관용,1570
2021-09,충북,승합,관용,1038
2021-09,충남,승합,관용,1239
2021-09,전북,승합,관용,1305
2021-09,전남,승합,관용,1612
2021-09,경북,승합,관용,1782
2021-09,경남,승합,관용,1907
2021-09,제주,승합,관용,489
2021-09,합계,승합,관용,23988
2021-09,서울,승합,자가용,82817
2021-09,부산,승합,자가용,33066
2021-09,대구,승합,자가용,24373
2021-09,인천,승합,자가용,35275
2021-09,광주,승합,자가용,16047
2021-09,대전,승합,자가용,16673
2021-09,울산,승합,자가용,11683
2021-09,세종,승합,자가용,3604
2021-09,경기,승합,자가용,162515
2021-09,강원,승합,자가용,23102
2021-09,충북,승합,자가용,24062
2021-09,충남,승합,자가용,33673
2021-09,전북,승합,자가용,26280
2021-09,전남,승합,자가용,29129
2021-09,경북,승합,자가용,39708
2021-09,경남,승합,자가용,42585
2021-09,제주,승합,자가용,10971
2021-09,합계,승합,자가용,615563
2021-09,서울,승합,영업용,15179
2021-09,부산,승합,영업용,6002
2021-09,대구,승합,영업용,3916
2021-09,인천,승합,영업용,9874
2021-09,광주,승합,영업용,2340
2021-09,대전,승합,영업용,2143
2021-09,울산,승합,영업용,1918
2021-09,세종,승합,영업용,470
2021-09,경기,승합,영업용,31935
2021-09,강원,승합,영업용,3066
2021-09,충북,승합,영업용,3736
2021-09,충남,승합,영업용,5333
2021-09,전북,승합,영업용,4077
2021-09,전남,승합,영업용,7982
2021-09,경북,승합,영업용,5315
2021-09,경남,승합,영업용,7270
2021-09,제주,승합,영업용,6929
2021-09,합계,승합,영업용,117485
2021-09,서울,화물,관용,3915
2021-09,부산,화물,관용,1586
2021-09,대구,화물,관용,1367
2021-09,인천,화물,관용,1334
2021-09,광주,화물,관용,723
2021-09,대전,화물,관용,615
2021-09,울산,화물,관용,641
2021-09,세종,화물,관용,244
2021-09,경기,화물,관용,5642
2021-09,강원,화물,관용,2506
2021-09,충북,화물,관용,1571
2021-09,충남,화물,관용,2379
2021-09,전북,화물,관용,2066
2021-09,전남,화물,관용,2496
2021-09,경북,화물,관용,2978
2021-09,경남,화물,관용,2600
2021-09,제주,화물,관용,1024
2021-09,합계,화물,관용,33687
2021-09,서울,화물,자가용,264344
2021-09,부산,화물,자가용,150473
2021-09,대구,화물,자가용,135679
2021-09,인천,화물,자가용,160590
2021-09,광주,화물,자가용,77730
2021-09,대전,화물,자가용,73398
2021-09,울산,화물,자가용,60839
2021-09,세종,화물,자가용,14754
2021-09,경기,화물,자가용,696950
2021-09,강원,화물,자가용,149047
2021-09,충북,화물,자가용,142894
2021-09,충남,화물,자가용,203670
2021-09,전북,화물,자가용,170109
2021-09,전남,화물,자가용,223718
2021-09,경북,화물,자가용,291975
2021-09,경남,화물,자가용,264565
2021-09,제주,화물,자가용,77607
2021-09,합계,화물,자가용,3158342
2021-09,서울,화물,영업용,58799
2021-09,부산,화물,영업용,34127
2021-09,대구,화물,영업용,19448
2021-09,인천,화물,영업용,32424
2021-09,광주,화물,영업용,13658
2021-09,대전,화물,영업용,11845
2021-09,울산,화물,영업용,9565
2021-09,세종,화물,영업용,1660
2021-09,경기,화물,영업용,121083
2021-09,강원,화물,영업용,8726
2021-09,충북,화물,영업용,14812
2021-09,충남,화물,영업용,18410
2021-09,전북,화물,영업용,15654
2021-09,전남,화물,영업용,20499
2021-09,경북,화물,영업용,24482
2021-09,경남,화물,영업용,25459
2021-09,제주,화물,영업용,3758
2021-09,합계,화물,영업용,434409
2021-09,서울,특수,관용,371
2021-09,부산,특수,관용,138
2021-09,대구,특수,관용,120
2021-09,인천,특수,관용,121
2021-09,광주,특수,관용,82
2021-09,대전,특수,관용,68
2021-09,울산,특수,관용,44
2021-09,세종,특수,관용,50
2021-09,경기,특수,관용,574
2021-09,강원,특수,관용,186
2021-09,충북,특수,관용,125
2021-09,충남,특수,관용,280
2021-09,전북,특수,관용,164
2021-09,전남,특수,관용,183
2021-09,경북,특수,관용,262
2021-09,경남,특수,관용,209
2021-09,제주,특수,관용,77
2021-09,합계,특수,관용,3054
2021-09,서울,특수,자가용,4237
2021-09,부산,특수,자가용,2328
2021-09,대구,특수,자가용,1885
2021-09,인천,특수,자가용,2663
2021-09,광주,특수,자가용,1320
2021-09,대전,특수,자가용,1378
2021-09,울산,특수,자가용,947
2021-09,세종,특수,자가용,426
2021-09,경기,특수,자가용,11972
2021-09,강원,특수,자가용,2083
2021-09,충북,특수,자가용,2163
2021-09,충남,특수,자가용,2774
2021-09,전북,특수,자가용,2155
2021-09,전남,특수,자가용,2963
2021-09,경북,특수,자가용,3523
2021-09,경남,특수,자가용,3489
2021-09,제주,특수,자가용,926
2021-09,합계,특수,자가용,47232
2021-09,서울,특수,영업용,5088
2021-09,부산,특수,영업용,8924
2021-09,대구,특수,영업용,2138
2021-09,인천,특수,영업용,5376
2021-09,광주,특수,영업용,1834
2021-09,대전,특수,영업용,1671
2021-09,울산,특수,영업용,2184
2021-09,세종,특수,영업용,167
2021-09,경기,특수,영업용,11637
2021-09,강원,특수,영업용,1790
2021-09,충북,특수,영업용,2787
2021-09,충남,특수,영업용,3081
2021-09,전북,특수,영업용,2287
2021-09,전남,특수,영업용,4976
2021-09,경북,특수,영업용,5106
2021-09,경남,특수,영업용,5566
2021-09,제주,특수,영업용,645
2021-09,합계,특수,영업용,65257
2021-10,서울,승용,관용,4564
2021-10,부산,승용,관용,1655
2021-10,대구,승용,관용,974
2021-10,인천,승용,관용,1543
2021-10,광주,승용,관용,827
2021-10,대전,승용,관용,650
2021-10,울산,승용,관용,703
2021-10,세종,승용,관용,322
2021-10,경기,승용,관용,7406
2021-10,강원,승용,관용,1827
2021-10,충북,승용,관용,1355
2021-10,충남,승용,관용,1958
2021-10,전북,승용,관용,1780
2021-10,전남,승용,관용,2182
2021-10,경북,승용,관용,2608
2021-10,경남,승용,관용,2486
2021-10,제주,승용,관용,831
2021-10,합계,승용,관용,33671
2021-10,서울,승용,자가용,2608313
2021-10,부산,승용,자가용,1122705
2021-10,대구,승용,자가용,994088
2021-10,인천,승용,자가용,1145170
2021-10,광주,승용,자가용,569005
2021-10,대전,승용,자가용,567686
2021-10,울산,승용,자가용,482966
2021-10,세종,승용,자가용,160133
2021-10,경기,승용,자가용,5045617
2021-10,강원,승용,자가용,618871
2021-10,충북,승용,자가용,678782
2021-10,충남,승용,자가용,885345
2021-10,전북,승용,자가용,715566
2021-10,전남,승용,자가용,703555
2021-10,경북,승용,자가용,1103490
2021-10,경남,승용,자가용,1383605
2021-10,제주,승용,자가용,303532
2021-10,합계,승용,자가용,19088429
2021-10,서울,승용,영업용,123669
2021-10,부산,승용,영업용,94936
2021-10,대구,승용,영업용,25908
2021-10,인천,승용,영업용,274269
2021-10,광주,승용,영업용,14285
2021-10,대전,승용,영업용,14703
2021-10,울산,승용,영업용,7920
2021-10,세종,승용,영업용,812
2021-10,경기,승용,영업용,72678
2021-10,강원,승용,영업용,11796
2021-10,충북,승용,영업용,16216
2021-10,충남,승용,영업용,13381
2021-10,전북,승용,영업용,16370
2021-10,전남,승용,영업용,161432
2021-10,경북,승용,영업용,13787
2021-10,경남,승용,영업용,85498
2021-10,제주,승용,영업용,244730
2021-10,합계,승용,영업용,1192390
2021-10,서울,승합,관용,3696
2021-10,부산,승합,관용,1265
2021-10,대구,승합,관용,913
2021-10,인천,승합,관용,1090
2021-10,광주,승합,관용,597
2021-10,대전,승합,관용,546
2021-10,울산,승합,관용,470
2021-10,세종,승합,관용,208
2021-10,경기,승합,관용,4252
2021-10,강원,승합,관용,1572
2021-10,충북,승합,관용,1038
2021-10,충남,승합,관용,1236
2021-10,전북,승합,관용,1313
2021-10,전남,승합,관용,1609
2021-10,경북,승합,관용,1779
2021-10,경남,승합,관용,1899
2021-10,제주,승합,관용,487
2021-10,합계,승합,관용,23970
2021-10,서울,승합,자가용,82395
2021-10,부산,승합,자가용,32940
2021-10,대구,승합,자가용,24175
2021-10,인천,승합,자가용,35128
2021-10,광주,승합,자가용,15997
2021-10,대전,승합,자가용,16528
2021-10,울산,승합,자가용,11654
2021-10,세종,승합,자가용,3647
2021-10,경기,승합,자가용,161917
2021-10,강원,승합,자가용,23035
2021-10,충북,승합,자가용,23950
2021-10,충남,승합,자가용,33577
2021-10,전북,승합,자가용,26208
2021-10,전남,승합,자가용,29084
2021-10,경북,승합,자가용,39598
2021-10,경남,승합,자가용,42430
2021-10,제주,승합,자가용,10933
2021-10,합계,승합,자가용,613196
2021-10,서울,승합,영업용,15223
2021-10,부산,승합,영업용,6003
2021-10,대구,승합,영업용,3913
2021-10,인천,승합,영업용,9698
2021-10,광주,승합,영업용,2344
2021-10,대전,승합,영업용,2142
2021-10,울산,승합,영업용,1916
2021-10,세종,승합,영업용,472
2021-10,경기,승합,영업용,31777
2021-10,강원,승합,영업용,3062
2021-10,충북,승합,영업용,3730
2021-10,충남,승합,영업용,5327
2021-10,전북,승합,영업용,4069
2021-10,전남,승합,영업용,7964
2021-10,경북,승합,영업용,5310
2021-10,경남,승합,영업용,7274
2021-10,제주,승합,영업용,6928
2021-10,합계,승합,영업용,117152
2021-10,서울,화물,관용,3911
2021-10,부산,화물,관용,1585
2021-10,대구,화물,관용,1360
2021-10,인천,화물,관용,1332
2021-10,광주,화물,관용,724
2021-10,대전,화물,관용,609
2021-10,울산,화물,관용,640
2021-10,세종,화물,관용,244
2021-10,경기,화물,관용,5629
2021-10,강원,화물,관용,2511
2021-10,충북,화물,관용,1569
2021-10,충남,화물,관용,2373
2021-10,전북,화물,관용,2066
2021-10,전남,화물,관용,2490
2021-10,경북,화물,관용,2969
2021-10,경남,화물,관용,2597
2021-10,제주,화물,관용,1022
2021-10,합계,화물,관용,33631
2021-10,서울,화물,자가용,263757
2021-10,부산,화물,자가용,150248
2021-10,대구,화물,자가용,134969
2021-10,인천,화물,자가용,160492
2021-10,광주,화물,자가용,77677
2021-10,대전,화물,자가용,73223
2021-10,울산,화물,자가용,60772
2021-10,세종,화물,자가용,14739
2021-10,경기,화물,자가용,696721
2021-10,강원,화물,자가용,149061
2021-10,충북,화물,자가용,142887
2021-10,충남,화물,자가용,203689
2021-10,전북,화물,자가용,170170
2021-10,전남,화물,자가용,223791
2021-10,경북,화물,자가용,291931
2021-10,경남,화물,자가용,264423
2021-10,제주,화물,자가용,77722
2021-10,합계,화물,자가용,3156272
2021-10,서울,화물,영업용,58708
2021-10,부산,화물,영업용,34235
2021-10,대구,화물,영업용,19454
2021-10,인천,화물,영업용,32507
2021-10,광주,화물,영업용,13699
2021-10,대전,화물,영업용,11845
2021-10,울산,화물,영업용,9577
2021-10,세종,화물,영업용,1676
2021-10,경기,화물,영업용,121586
2021-10,강원,화물,영업용,8742
2021-10,충북,화물,영업용,14900
2021-10,충남,화물,영업용,18464
2021-10,전북,화물,영업용,15666
2021-10,전남,화물,영업용,20536
2021-10,경북,화물,영업용,24530
2021-10,경남,화물,영업용,25541
