연월,시도별,차종,용도,count
2016-01,서울,승용,관용,4070
2016-01,부산,승용,관용,1502
2016-01,대구,승용,관용,801
2016-01,인천,승용,관용,1350
2016-01,광주,승용,관용,682
2016-01,대전,승용,관용,547
2016-01,울산,승용,관용,518
2016-01,세종,승용,관용,236
2016-01,경기,승용,관용,5626
2016-01,강원,승용,관용,1492
2016-01,충북,승용,관용,1019
2016-01,충남,승용,관용,1429
2016-01,전북,승용,관용,1229
2016-01,전남,승용,관용,1670
2016-01,경북,승용,관용,2040
2016-01,경남,승용,관용,1963
2016-01,제주,승용,관용,653
2016-01,합계,승용,관용,26827
2016-01,서울,승용,자가용,2444940
2016-01,부산,승용,자가용,973058
2016-01,대구,승용,자가용,880526
2016-01,인천,승용,자가용,930355
2016-01,광주,승용,자가용,479617
2016-01,대전,승용,자가용,507531
2016-01,울산,승용,자가용,428818
2016-01,세종,승용,자가용,77699
2016-01,경기,승용,자가용,3873157
2016-01,강원,승용,자가용,504376
2016-01,충북,승용,자가용,534658
2016-01,충남,승용,자가용,701677
2016-01,전북,승용,자가용,606508
2016-01,전남,승용,자가용,573994
2016-01,경북,승용,자가용,934080
2016-01,경남,승용,자가용,1179144
2016-01,제주,승용,자가용,256221
2016-01,합계,승용,자가용,15886359
2016-01,서울,승용,영업용,118296
2016-01,부산,승용,영업용,32652
2016-01,대구,승용,영업용,23914
2016-01,인천,승용,영업용,190322
2016-01,광주,승용,영업용,17713
2016-01,대전,승용,영업용,13840
2016-01,울산,승용,영업용,8244
2016-01,세종,승용,영업용,569
2016-01,경기,승용,영업용,74775
2016-01,강원,승용,영업용,11910
2016-01,충북,승용,영업용,13202
2016-01,충남,승용,영업용,15095
2016-01,전북,승용,영업용,16201
2016-01,전남,승용,영업용,55353
2016-01,경북,승용,영업용,16036
2016-01,경남,승용,영업용,41458
2016-01,제주,승용,영업용,85593
2016-01,합계,승용,영업용,735173
2016-01,서울,승합,관용,3026
2016-01,부산,승합,관용,1065
2016-01,대구,승합,관용,718
2016-01,인천,승합,관용,849
2016-01,광주,승합,관용,489
2016-01,대전,승합,관용,463
2016-01,울산,승합,관용,371
2016-01,세종,승합,관용,122
2016-01,경기,승합,관용,3135
2016-01,강원,승합,관용,1214
2016-01,충북,승합,관용,821
2016-01,충남,승합,관용,936
2016-01,전북,승합,관용,1057
2016-01,전남,승합,관용,1327
2016-01,경북,승합,관용,1496
2016-01,경남,승합,관용,1627
2016-01,제주,승합,관용,358
2016-01,합계,승합,관용,19074
2016-01,서울,승합,자가용,121467
2016-01,부산,승합,자가용,44362
2016-01,대구,승합,자가용,32236
2016-01,인천,승합,자가용,45535
2016-01,광주,승합,자가용,20480
2016-01,대전,승합,자가용,21931
2016-01,울산,승합,자가용,14372
2016-01,세종,승합,자가용,3209
2016-01,경기,승합,자가용,199538
2016-01,강원,승합,자가용,27704
2016-01,충북,승합,자가용,28418
2016-01,충남,승합,자가용,38972
2016-01,전북,승합,자가용,30553
2016-01,전남,승합,자가용,33243
2016-01,경북,승합,자가용,46554
2016-01,경남,승합,자가용,51982
2016-01,제주,승합,자가용,14087
2016-01,합계,승합,자가용,774643
2016-01,서울,승합,영업용,17065
2016-01,부산,승합,영업용,6171
2016-01,대구,승합,영업용,4388
2016-01,인천,승합,영업용,11364
2016-01,광주,승합,영업용,2800
2016-01,대전,승합,영업용,2277
2016-01,울산,승합,영업용,2021
2016-01,세종,승합,영업용,318
2016-01,경기,승합,영업용,33320
2016-01,강원,승합,영업용,3274
2016-01,충북,승합,영업용,4012
2016-01,충남,승합,영업용,5639
2016-01,전북,승합,영업용,4489
2016-01,전남,승합,영업용,7392
2016-01,경북,승합,영업용,5718
2016-01,경남,승합,영업용,8055
2016-01,제주,승합,영업용,6969
2016-01,합계,승합,영업용,125272
2016-01,서울,화물,관용,3695
2016-01,부산,화물,관용,1530
2016-01,대구,화물,관용,1114
2016-01,인천,화물,관용,1068
2016-01,광주,화물,관용,676
2016-01,대전,화물,관용,614
2016-01,울산,화물,관용,539
2016-01,세종,화물,관용,172
2016-01,경기,화물,관용,4924
2016-01,강원,화물,관용,2022
2016-01,충북,화물,관용,1348
2016-01,충남,화물,관용,2046
2016-01,전북,화물,관용,1751
2016-01,전남,화물,관용,2039
2016-01,경북,화물,관용,2457
2016-01,경남,화물,관용,2270
2016-01,제주,화물,관용,760
2016-01,합계,화물,관용,29025
2016-01,서울,화물,자가용,287767
2016-01,부산,화물,자가용,157165
2016-01,대구,화물,자가용,143633
2016-01,인천,화물,자가용,150054
2016-01,광주,화물,자가용,77888
2016-01,대전,화물,자가용,74947
2016-01,울산,화물,자가용,61391
2016-01,세종,화물,자가용,11590
2016-01,경기,화물,자가용,636974
2016-01,강원,화물,자가용,135057
2016-01,충북,화물,자가용,134241
2016-01,충남,화물,자가용,188845
2016-01,전북,화물,자가용,163383
2016-01,전남,화물,자가용,204223
2016-01,경북,화물,자가용,276576
2016-01,경남,화물,자가용,256582
2016-01,제주,화물,자가용,69650
2016-01,합계,화물,자가용,3029966
2016-01,서울,화물,영업용,56123
2016-01,부산,화물,영업용,32602
2016-01,대구,화물,영업용,18771
2016-01,인천,화물,영업용,28002
2016-01,광주,화물,영업용,11112
2016-01,대전,화물,영업용,10398
2016-01,울산,화물,영업용,8736
2016-01,세종,화물,영업용,1256
2016-01,경기,화물,영업용,99453
2016-01,강원,화물,영업용,7994
2016-01,충북,화물,영업용,12423
2016-01,충남,화물,영업용,15632
2016-01,전북,화물,영업용,14494
2016-01,전남,화물,영업용,18577
2016-01,경북,화물,영업용,22419
2016-01,경남,화물,영업용,22367
2016-01,제주,화물,영업용,3090
2016-01,합계,화물,영업용,383449
2016-01,서울,특수,관용,349
2016-01,부산,특수,관용,119
2016-01,대구,특수,관용,99
2016-01,인천,특수,관용,105
2016-01,광주,특수,관용,62
2016-01,대전,특수,관용,68
2016-01,울산,특수,관용,44
2016-01,세종,특수,관용,20
2016-01,경기,특수,관용,404
2016-01,강원,특수,관용,144
2016-01,충북,특수,관용,109
2016-01,충남,특수,관용,188
2016-01,전북,특수,관용,129
2016-01,전남,특수,관용,169
2016-01,경북,특수,관용,194
2016-01,경남,특수,관용,155
2016-01,제주,특수,관용,76
2016-01,합계,특수,관용,2434
2016-01,서울,특수,자가용,1874
2016-01,부산,특수,자가용,982
2016-01,대구,특수,자가용,513
2016-01,인천,특수,자가용,1025
2016-01,광주,특수,자가용,493
2016-01,대전,특수,자가용,524
2016-01,울산,특수,자가용,354
2016-01,세종,특수,자가용,76
2016-01,경기,특수,자가용,3528
2016-01,강원,특수,자가용,878
2016-01,충북,특수,자가용,825
2016-01,충남,특수,자가용,1094
2016-01,전북,특수,자가용,1020
2016-01,전남,특수,자가용,1609
2016-01,경북,특수,자가용,1643
2016-01,경남,특수,자가용,1455
2016-01,제주,특수,자가용,396
2016-01,합계,특수,자가용,18289
2016-01,서울,특수,영업용,4575
2016-01,부산,특수,영업용,8304
2016-01,대구,특수,영업용,1742
2016-01,인천,특수,영업용,4472
2016-01,광주,특수,영업용,1540
2016-01,대전,특수,영업용,1325
2016-01,울산,특수,영업용,2041
2016-01,세종,특수,영업용,111
2016-01,경기,특수,영업용,9048
2016-01,강원,특수,영업용,1186
2016-01,충북,특수,영업용,2289
2016-01,충남,특수,영업용,2420
2016-01,전북,특수,영업용,1773
2016-01,전남,특수,영업용,4140
2016-01,경북,특수,영업용,4465
2016-01,경남,특수,영업용,4906
2016-01,제주,특수,영업용,430
2016-01,합계,특수,영업용,54767
2016-02,서울,승용,관용,3952
2016-02,부산,승용,관용,1503
2016-02,대구,승용,관용,785
2016-02,인천,승용,관용,1349
2016-02,광주,승용,관용,683
2016-02,대전,승용,관용,539
2016-02,울산,승용,관용,519
2016-02,세종,승용,관용,234
2016-02,경기,승용,관용,5607
2016-02,강원,승용,관용,1488
2016-02,충북,승용,관용,1017
2016-02,충남,승용,관용,1430
2016-02,전북,승용,관용,1229
2016-02,전남,승용,관용,1664
2016-02,경북,승용,관용,2036
2016-02,경남,승용,관용,1963
2016-02,제주,승용,관용,652
2016-02,합계,승용,관용,26650
2016-02,서울,승용,자가용,2446832
2016-02,부산,승용,자가용,975723
2016-02,대구,승용,자가용,881310
2016-02,인천,승용,자가용,928838
2016-02,광주,승용,자가용,480691
2016-02,대전,승용,자가용,507925
2016-02,울산,승용,자가용,429945
2016-02,세종,승용,자가용,79522
2016-02,경기,승용,자가용,3885888
2016-02,강원,승용,자가용,506000
2016-02,충북,승용,자가용,536527
2016-02,충남,승용,자가용,705102
2016-02,전북,승용,자가용,608361
2016-02,전남,승용,자가용,576148
2016-02,경북,승용,자가용,937408
2016-02,경남,승용,자가용,1188216
2016-02,제주,승용,자가용,257131
2016-02,합계,승용,자가용,15931567
2016-02,서울,승용,영업용,117907
2016-02,부산,승용,영업용,32573
2016-02,대구,승용,영업용,23872
2016-02,인천,승용,영업용,193446
2016-02,광주,승용,영업용,17686
2016-02,대전,승용,영업용,13816
2016-02,울산,승용,영업용,8275
2016-02,세종,승용,영업용,567
2016-02,경기,승용,영업용,74354
2016-02,강원,승용,영업용,11912
2016-02,충북,승용,영업용,13181
2016-02,충남,승용,영업용,15087
2016-02,전북,승용,영업용,16136
2016-02,전남,승용,영업용,56310
2016-02,경북,승용,영업용,16060
2016-02,경남,승용,영업용,41800
2016-02,제주,승용,영업용,86651
2016-02,합계,승용,영업용,739633
2016-02,서울,승합,관용,3016
2016-02,부산,승합,관용,1058
2016-02,대구,승합,관용,716
2016-02,인천,승합,관용,849
2016-02,광주,승합,관용,490
2016-02,대전,승합,관용,463
2016-02,울산,승합,관용,368
2016-02,세종,승합,관용,122
2016-02,경기,승합,관용,3139
2016-02,강원,승합,관용,1219
2016-02,충북,승합,관용,818
2016-02,충남,승합,관용,935
2016-02,전북,승합,관용,1051
2016-02,전남,승합,관용,1327
2016-02,경북,승합,관용,1492
2016-02,경남,승합,관용,1636
2016-02,제주,승합,관용,364
2016-02,합계,승합,관용,19063
2016-02,서울,승합,자가용,120914
2016-02,부산,승합,자가용,44153
2016-02,대구,승합,자가용,32057
2016-02,인천,승합,자가용,45417
2016-02,광주,승합,자가용,20418
2016-02,대전,승합,자가용,21854
2016-02,울산,승합,자가용,14335
2016-02,세종,승합,자가용,3249
2016-02,경기,승합,자가용,198910
2016-02,강원,승합,자가용,27639
2016-02,충북,승합,자가용,28359
2016-02,충남,승합,자가용,38913
2016-02,전북,승합,자가용,30498
2016-02,전남,승합,자가용,33177
2016-02,경북,승합,자가용,46472
2016-02,경남,승합,자가용,51846
2016-02,제주,승합,자가용,14040
2016-02,합계,승합,자가용,772251
2016-02,서울,승합,영업용,16943
2016-02,부산,승합,영업용,6184
2016-02,대구,승합,영업용,4372
2016-02,인천,승합,영업용,11465
2016-02,광주,승합,영업용,2801
2016-02,대전,승합,영업용,2276
2016-02,울산,승합,영업용,2029
2016-02,세종,승합,영업용,315
2016-02,경기,승합,영업용,33319
2016-02,강원,승합,영업용,3273
2016-02,충북,승합,영업용,3971
2016-02,충남,승합,영업용,5643
2016-02,전북,승합,영업용,4475
2016-02,전남,승합,영업용,7419
2016-02,경북,승합,영업용,5722
2016-02,경남,승합,영업용,8043
2016-02,제주,승합,영업용,6918
2016-02,합계,승합,영업용,125168
2016-02,서울,화물,관용,3691
2016-02,부산,화물,관용,1533
2016-02,대구,화물,관용,1111
2016-02,인천,화물,관용,1070
2016-02,광주,화물,관용,677
2016-02,대전,화물,관용,612
2016-02,울산,화물,관용,540
2016-02,세종,화물,관용,171
2016-02,경기,화물,관용,4927
2016-02,강원,화물,관용,2023
2016-02,충북,화물,관용,1339
2016-02,충남,화물,관용,2035
2016-02,전북,화물,관용,1759
2016-02,전남,화물,관용,2058
2016-02,경북,화물,관용,2463
2016-02,경남,화물,관용,2268
2016-02,제주,화물,관용,760
2016-02,합계,화물,관용,29037
2016-02,서울,화물,자가용,287497
2016-02,부산,화물,자가용,157241
2016-02,대구,화물,자가용,143699
2016-02,인천,화물,자가용,150107
2016-02,광주,화물,자가용,77989
2016-02,대전,화물,자가용,75101
2016-02,울산,화물,자가용,61440
2016-02,세종,화물,자가용,11673
2016-02,경기,화물,자가용,637895
2016-02,강원,화물,자가용,135435
2016-02,충북,화물,자가용,134503
2016-02,충남,화물,자가용,189263
2016-02,전북,화물,자가용,163625
2016-02,전남,화물,자가용,204709
2016-02,경북,화물,자가용,277163
2016-02,경남,화물,자가용,256955
2016-02,제주,화물,자가용,69847
2016-02,합계,화물,자가용,3034142
2016-02,서울,화물,영업용,56092
2016-02,부산,화물,영업용,32634
2016-02,대구,화물,영업용,18720
2016-02,인천,화물,영업용,28030
2016-02,광주,화물,영업용,11077
2016-02,대전,화물,영업용,10413
2016-02,울산,화물,영업용,8699
2016-02,세종,화물,영업용,1271
2016-02,경기,화물,영업용,99602
2016-02,강원,화물,영업용,7987
2016-02,충북,화물,영업용,12412
2016-02,충남,화물,영업용,15654
2016-02,전북,화물,영업용,14520
2016-02,전남,화물,영업용,18611
2016-02,경북,화물,영업용,22403
2016-02,경남,화물,영업용,22391
2016-02,제주,화물,영업용,3113
2016-02,합계,화물,영업용,383629
2016-02,서울,특수,관용,350
2016-02,부산,특수,관용,121
2016-02,대구,특수,관용,99
2016-02,인천,특수,관용,106
2016-02,광주,특수,관용,62
2016-02,대전,특수,관용,68
2016-02,울산,특수,관용,43
2016-02,세종,특수,관용,20
2016-02,경기,특수,관용,415
2016-02,강원,특수,관용,145
2016-02,충북,특수,관용,109
2016-02,충남,특수,관용,193
2016-02,전북,특수,관용,130
2016-02,전남,특수,관용,168
2016-02,경북,특수,관용,195
2016-02,경남,특수,관용,156
2016-02,제주,특수,관용,76
2016-02,합계,특수,관용,2456
2016-02,서울,특수,자가용,1878
2016-02,부산,특수,자가용,975
2016-02,대구,특수,자가용,513
2016-02,인천,특수,자가용,1030
2016-02,광주,특수,자가용,502
2016-02,대전,특수,자가용,523
2016-02,울산,특수,자가용,356
2016-02,세종,특수,자가용,77
2016-02,경기,특수,자가용,3551
2016-02,강원,특수,자가용,888
2016-02,충북,특수,자가용,830
2016-02,충남,특수,자가용,1106
2016-02,전북,특수,자가용,1036
2016-02,전남,특수,자가용,1623
2016-02,경북,특수,자가용,1690
2016-02,경남,특수,자가용,1440
2016-02,제주,특수,자가용,398
2016-02,합계,특수,자가용,18416
2016-02,서울,특수,영업용,4611
2016-02,부산,특수,영업용,8352
2016-02,대구,특수,영업용,1750
2016-02,인천,특수,영업용,4498
2016-02,광주,특수,영업용,1529
2016-02,대전,특수,영업용,1336
2016-02,울산,특수,영업용,2056
2016-02,세종,특수,영업용,107
2016-02,경기,특수,영업용,9091
2016-02,강원,특수,영업용,1201
2016-02,충북,특수,영업용,2304
2016-02,충남,특수,영업용,2442
2016-02,전북,특수,영업용,1791
2016-02,전남,특수,영업용,4159
2016-02,경북,특수,영업용,4489
2016-02,경남,특수,영업용,4948
2016-02,제주,특수,영업용,434
2016-02,합계,특수,영업용,55098
2016-03,서울,승용,관용,3956
2016-03,부산,승용,관용,1541
2016-03,대구,승용,관용,788
2016-03,인천,승용,관용,1317
2016-03,광주,승용,관용,677
2016-03,대전,승용,관용,543
2016-03,울산,승용,관용,526
2016-03,세종,승용,관용,234
2016-03,경기,승용,관용,5655
2016-03,강원,승용,관용,1502
2016-03,충북,승용,관용,1025
2016-03,충남,승용,관용,1444
2016-03,전북,승용,관용,1242
2016-03,전남,승용,관용,1649
2016-03,경북,승용,관용,2013
2016-03,경남,승용,관용,1976
2016-03,제주,승용,관용,656
2016-03,합계,승용,관용,26744
2016-03,서울,승용,자가용,2450193
2016-03,부산,승용,자가용,983766
2016-03,대구,승용,자가용,884156
2016-03,인천,승용,자가용,930878
2016-03,광주,승용,자가용,482505
2016-03,대전,승용,자가용,509358
2016-03,울산,승용,자가용,431221
2016-03,세종,승용,자가용,81305
2016-03,경기,승용,자가용,3905380
2016-03,강원,승용,자가용,508544
2016-03,충북,승용,자가용,539419
2016-03,충남,승용,자가용,708996
2016-03,전북,승용,자가용,611102
2016-03,전남,승용,자가용,579194
2016-03,경북,승용,자가용,942083
2016-03,경남,승용,자가용,1193126
2016-03,제주,승용,자가용,258380
2016-03,합계,승용,자가용,15999606
2016-03,서울,승용,영업용,117841
2016-03,부산,승용,영업용,32526
2016-03,대구,승용,영업용,23846
2016-03,인천,승용,영업용,196992
2016-03,광주,승용,영업용,17860
2016-03,대전,승용,영업용,13793
2016-03,울산,승용,영업용,8328
2016-03,세종,승용,영업용,570
2016-03,경기,승용,영업용,74075
2016-03,강원,승용,영업용,11834
2016-03,충북,승용,영업용,13265
2016-03,충남,승용,영업용,15026
2016-03,전북,승용,영업용,16083
2016-03,전남,승용,영업용,57540
2016-03,경북,승용,영업용,16068
2016-03,경남,승용,영업용,42633
2016-03,제주,승용,영업용,87904
2016-03,합계,승용,영업용,746184
2016-03,서울,승합,관용,3026
2016-03,부산,승합,관용,1065
2016-03,대구,승합,관용,723
2016-03,인천,승합,관용,850
2016-03,광주,승합,관용,495
2016-03,대전,승합,관용,463
2016-03,울산,승합,관용,369
2016-03,세종,승합,관용,123
2016-03,경기,승합,관용,3139
2016-03,강원,승합,관용,1228
2016-03,충북,승합,관용,821
2016-03,충남,승합,관용,944
2016-03,전북,승합,관용,1051
2016-03,전남,승합,관용,1328
2016-03,경북,승합,관용,1495
2016-03,경남,승합,관용,1647
2016-03,제주,승합,관용,368
2016-03,합계,승합,관용,19135
2016-03,서울,승합,자가용,120273
2016-03,부산,승합,자가용,43973
2016-03,대구,승합,자가용,31939
2016-03,인천,승합,자가용,45258
2016-03,광주,승합,자가용,20379
2016-03,대전,승합,자가용,21785
2016-03,울산,승합,자가용,14293
2016-03,세종,승합,자가용,3268
2016-03,경기,승합,자가용,198312
2016-03,강원,승합,자가용,27554
2016-03,충북,승합,자가용,28317
2016-03,충남,승합,자가용,38912
2016-03,전북,승합,자가용,30448
2016-03,전남,승합,자가용,33120
2016-03,경북,승합,자가용,46333
2016-03,경남,승합,자가용,51710
2016-03,제주,승합,자가용,14014
2016-03,합계,승합,자가용,769888
2016-03,서울,승합,영업용,16892
2016-03,부산,승합,영업용,6183
2016-03,대구,승합,영업용,4381
2016-03,인천,승합,영업용,11541
2016-03,광주,승합,영업용,2800
2016-03,대전,승합,영업용,2273
2016-03,울산,승합,영업용,2044
2016-03,세종,승합,영업용,320
2016-03,경기,승합,영업용,33253
2016-03,강원,승합,영업용,3278
2016-03,충북,승합,영업용,3976
2016-03,충남,승합,영업용,5648
2016-03,전북,승합,영업용,4485
2016-03,전남,승합,영업용,7488
2016-03,경북,승합,영업용,5762
2016-03,경남,승합,영업용,8062
2016-03,제주,승합,영업용,7023
2016-03,합계,승합,영업용,125409
2016-03,서울,화물,관용,3733
2016-03,부산,화물,관용,1548
2016-03,대구,화물,관용,1117
2016-03,인천,화물,관용,1080
2016-03,광주,화물,관용,678
2016-03,대전,화물,관용,622
2016-03,울산,화물,관용,545
2016-03,세종,화물,관용,173
2016-03,경기,화물,관용,5007
2016-03,강원,화물,관용,2055
2016-03,충북,화물,관용,1362
2016-03,충남,화물,관용,2050
2016-03,전북,화물,관용,1780
2016-03,전남,화물,관용,2087
2016-03,경북,화물,관용,2498
2016-03,경남,화물,관용,2305
2016-03,제주,화물,관용,763
2016-03,합계,화물,관용,29403
2016-03,서울,화물,자가용,287229
2016-03,부산,화물,자가용,157213
2016-03,대구,화물,자가용,143818
2016-03,인천,화물,자가용,150339
2016-03,광주,화물,자가용,78100
2016-03,대전,화물,자가용,75191
2016-03,울산,화물,자가용,61508
2016-03,세종,화물,자가용,11763
2016-03,경기,화물,자가용,639711
2016-03,강원,화물,자가용,135862
2016-03,충북,화물,자가용,134915
2016-03,충남,화물,자가용,189922
2016-03,전북,화물,자가용,163996
2016-03,전남,화물,자가용,205404
2016-03,경북,화물,자가용,278131
2016-03,경남,화물,자가용,257523
2016-03,제주,화물,자가용,70209
2016-03,합계,화물,자가용,3040834
2016-03,서울,화물,영업용,55981
2016-03,부산,화물,영업용,32650
2016-03,대구,화물,영업용,18699
2016-03,인천,화물,영업용,28054
2016-03,광주,화물,영업용,11070
2016-03,대전,화물,영업용,10417
2016-03,울산,화물,영업용,8701
2016-03,세종,화물,영업용,1283
2016-03,경기,화물,영업용,99731
2016-03,강원,화물,영업용,7992
2016-03,충북,화물,영업용,12397
2016-03,충남,화물,영업용,15683
2016-03,전북,화물,영업용,14533
2016-03,전남,화물,영업용,18635
2016-03,경북,화물,영업용,22440
2016-03,경남,화물,영업용,22409
2016-03,제주,화물,영업용,3117
2016-03,합계,화물,영업용,383792
2016-03,서울,특수,관용,348
2016-03,부산,특수,관용,122
2016-03,대구,특수,관용,98
2016-03,인천,특수,관용,106
2016-03,광주,특수,관용,65
2016-03,대전,특수,관용,68
2016-03,울산,특수,관용,43
2016-03,세종,특수,관용,20
2016-03,경기,특수,관용,411
2016-03,강원,특수,관용,145
2016-03,충북,특수,관용,107
2016-03,충남,특수,관용,195
2016-03,전북,특수,관용,132
2016-03,전남,특수,관용,169
2016-03,경북,특수,관용,195
2016-03,경남,특수,관용,158
2016-03,제주,특수,관용,76
2016-03,합계,특수,관용,2458
2016-03,서울,특수,자가용,1916
2016-03,부산,특수,자가용,979
2016-03,대구,특수,자가용,527
2016-03,인천,특수,자가용,1017
2016-03,광주,특수,자가용,494
2016-03,대전,특수,자가용,523
2016-03,울산,특수,자가용,364
2016-03,세종,특수,자가용,77
2016-03,경기,특수,자가용,3620
2016-03,강원,특수,자가용,904
2016-03,충북,특수,자가용,835
2016-03,충남,특수,자가용,1112
2016-03,전북,특수,자가용,1057
2016-03,전남,특수,자가용,1634
2016-03,경북,특수,자가용,1732
2016-03,경남,특수,자가용,1451
2016-03,제주,특수,자가용,399
2016-03,합계,특수,자가용,18641
2016-03,서울,특수,영업용,4662
2016-03,부산,특수,영업용,8399
2016-03,대구,특수,영업용,1768
2016-03,인천,특수,영업용,4524
2016-03,광주,특수,영업용,1533
2016-03,대전,특수,영업용,1351
2016-03,울산,특수,영업용,2095
2016-03,세종,특수,영업용,108
2016-03,경기,특수,영업용,9079
2016-03,강원,특수,영업용,1216
2016-03,충북,특수,영업용,2317
2016-03,충남,특수,영업용,2463
2016-03,전북,특수,영업용,1803
2016-03,전남,특수,영업용,4173
2016-03,경북,특수,영업용,4510
2016-03,경남,특수,영업용,5007
2016-03,제주,특수,영업용,437
2016-03,합계,특수,영업용,55445
2016-04,서울,승용,관용,4006
2016-04,부산,승용,관용,1529
2016-04,대구,승용,관용,794
2016-04,인천,승용,관용,1335
2016-04,광주,승용,관용,681
2016-04,대전,승용,관용,555
2016-04,울산,승용,관용,548
2016-04,세종,승용,관용,238
2016-04,경기,승용,관용,5770
2016-04,강원,승용,관용,1522
2016-04,충북,승용,관용,1051
2016-04,충남,승용,관용,1470
2016-04,전북,승용,관용,1264
2016-04,전남,승용,관용,1682
2016-04,경북,승용,관용,2035
2016-04,경남,승용,관용,2001
2016-04,제주,승용,관용,660
2016-04,합계,승용,관용,27141
2016-04,서울,승용,자가용,2454289
2016-04,부산,승용,자가용,986718
2016-04,대구,승용,자가용,886856
2016-04,인천,승용,자가용,936672
2016-04,광주,승용,자가용,483600
2016-04,대전,승용,자가용,511011
2016-04,울산,승용,자가용,432389
2016-04,세종,승용,자가용,82455
2016-04,경기,승용,자가용,3924329
2016-04,강원,승용,자가용,510822
2016-04,충북,승용,자가용,541880
2016-04,충남,승용,자가용,712811
2016-04,전북,승용,자가용,613500
2016-04,전남,승용,자가용,581679
2016-04,경북,승용,자가용,945964
2016-04,경남,승용,자가용,1197230
2016-04,제주,승용,자가용,259552
2016-04,합계,승용,자가용,16061757
2016-04,서울,승용,영업용,117809
2016-04,부산,승용,영업용,32696
2016-04,대구,승용,영업용,23929
2016-04,인천,승용,영업용,199905
2016-04,광주,승용,영업용,17918
2016-04,대전,승용,영업용,13779
2016-04,울산,승용,영업용,8413
2016-04,세종,승용,영업용,566
2016-04,경기,승용,영업용,73667
2016-04,강원,승용,영업용,11824
2016-04,충북,승용,영업용,13299
2016-04,충남,승용,영업용,14970
2016-04,전북,승용,영업용,16174
2016-04,전남,승용,영업용,58819
2016-04,경북,승용,영업용,16189
2016-04,경남,승용,영업용,43044
2016-04,제주,승용,영업용,89729
2016-04,합계,승용,영업용,752730
2016-04,서울,승합,관용,3043
2016-04,부산,승합,관용,1068
2016-04,대구,승합,관용,725
2016-04,인천,승합,관용,867
2016-04,광주,승합,관용,496
2016-04,대전,승합,관용,465
2016-04,울산,승합,관용,369
2016-04,세종,승합,관용,123
2016-04,경기,승합,관용,3134
2016-04,강원,승합,관용,1239
2016-04,충북,승합,관용,821
2016-04,충남,승합,관용,953
2016-04,전북,승합,관용,1054
2016-04,전남,승합,관용,1324
2016-04,경북,승합,관용,1503
2016-04,경남,승합,관용,1647
2016-04,제주,승합,관용,368
2016-04,합계,승합,관용,19199
2016-04,서울,승합,자가용,119719
2016-04,부산,승합,자가용,43736
2016-04,대구,승합,자가용,31808
2016-04,인천,승합,자가용,45120
2016-04,광주,승합,자가용,20225
2016-04,대전,승합,자가용,21698
2016-04,울산,승합,자가용,14222
2016-04,세종,승합,자가용,3311
2016-04,경기,승합,자가용,197811
2016-04,강원,승합,자가용,27509
2016-04,충북,승합,자가용,28185
2016-04,충남,승합,자가용,38827
2016-04,전북,승합,자가용,30332
2016-04,전남,승합,자가용,33049
2016-04,경북,승합,자가용,46262
2016-04,경남,승합,자가용,51613
2016-04,제주,승합,자가용,14020
2016-04,합계,승합,자가용,767447
2016-04,서울,승합,영업용,16883
2016-04,부산,승합,영업용,6193
2016-04,대구,승합,영업용,4415
2016-04,인천,승합,영업용,11531
2016-04,광주,승합,영업용,2794
2016-04,대전,승합,영업용,2275
2016-04,울산,승합,영업용,2059
2016-04,세종,승합,영업용,316
2016-04,경기,승합,영업용,33256
2016-04,강원,승합,영업용,3285
2016-04,충북,승합,영업용,3971
2016-04,충남,승합,영업용,5645
2016-04,전북,승합,영업용,4496
2016-04,전남,승합,영업용,7760
2016-04,경북,승합,영업용,5791
2016-04,경남,승합,영업용,8074
2016-04,제주,승합,영업용,7167
2016-04,합계,승합,영업용,125911
2016-04,서울,화물,관용,3760
2016-04,부산,화물,관용,1569
2016-04,대구,화물,관용,1127
2016-04,인천,화물,관용,1094
2016-04,광주,화물,관용,679
2016-04,대전,화물,관용,623
2016-04,울산,화물,관용,552
2016-04,세종,화물,관용,173
2016-04,경기,화물,관용,5025
2016-04,강원,화물,관용,2059
2016-04,충북,화물,관용,1359
2016-04,충남,화물,관용,2057
2016-04,전북,화물,관용,1794
2016-04,전남,화물,관용,2101
2016-04,경북,화물,관용,2514
2016-04,경남,화물,관용,2335
2016-04,제주,화물,관용,773
2016-04,합계,화물,관용,29594
2016-04,서울,화물,자가용,287232
2016-04,부산,화물,자가용,157310
2016-04,대구,화물,자가용,143991
2016-04,인천,화물,자가용,150908
2016-04,광주,화물,자가용,77976
2016-04,대전,화물,자가용,75152
2016-04,울산,화물,자가용,61549
2016-04,세종,화물,자가용,11830
2016-04,경기,화물,자가용,641569
2016-04,강원,화물,자가용,136330
2016-04,충북,화물,자가용,135334
2016-04,충남,화물,자가용,190592
2016-04,전북,화물,자가용,164367
2016-04,전남,화물,자가용,206169
2016-04,경북,화물,자가용,278847
2016-04,경남,화물,자가용,258114
2016-04,제주,화물,자가용,70558
2016-04,합계,화물,자가용,3047828
2016-04,서울,화물,영업용,55854
2016-04,부산,화물,영업용,32710
2016-04,대구,화물,영업용,18682
2016-04,인천,화물,영업용,28064
2016-04,광주,화물,영업용,11058
2016-04,대전,화물,영업용,10444
2016-04,울산,화물,영업용,8760
2016-04,세종,화물,영업용,1293
