연월,지역,성별,연령,count
2024-07,대구,남성,70대,57155
2024-07,대구,남성,80대,8801
2024-07,대구,남성,90대이상,684
2024-07,대구,여성,10대이하,117
2024-07,대구,여성,20대,12531
2024-07,대구,여성,30대,44959
2024-07,대구,여성,40대,73060
2024-07,대구,여성,50대,94737
2024-07,대구,여성,60대,58810
2024-07,대구,여성,70대,12752
2024-07,대구,여성,80대,1820
2024-07,대구,여성,90대이상,349
2024-07,인천,남성,10대이하,487
2024-07,인천,남성,20대,31827
2024-07,인천,남성,30대,146611
2024-07,인천,남성,40대,226636
2024-07,인천,남성,50대,241694
2024-07,인천,남성,60대,185985
2024-07,인천,남성,70대,47292
2024-07,인천,남성,80대,6173
2024-07,인천,남성,90대이상,476
2024-07,인천,여성,10대이하,2026
2024-07,인천,여성,20대,15652
2024-07,인천,여성,30대,60361
2024-07,인천,여성,40대,86598
2024-07,인천,여성,50대,98259
2024-07,인천,여성,60대,60368
2024-07,인천,여성,70대,10503
2024-07,인천,여성,80대,1662
2024-07,인천,여성,90대이상,327
2024-07,광주,남성,10대이하,163
2024-07,광주,남성,20대,18846
2024-07,광주,남성,30대,66775
2024-07,광주,남성,40대,116301
2024-07,광주,남성,50대,133379
2024-07,광주,남성,60대,88148
2024-07,광주,남성,70대,26483
2024-07,광주,남성,80대,3922
2024-07,광주,남성,90대이상,278
2024-07,광주,여성,10대이하,99
2024-07,광주,여성,20대,11708
2024-07,광주,여성,30대,34514
2024-07,광주,여성,40대,51310
2024-07,광주,여성,50대,58505
2024-07,광주,여성,60대,31467
2024-07,광주,여성,70대,6317
2024-07,광주,여성,80대,949
2024-07,광주,여성,90대이상,209
2024-07,대전,남성,10대이하,262
2024-07,대전,남성,20대,18310
2024-07,대전,남성,30대,70967
2024-07,대전,남성,40대,110787
2024-07,대전,남성,50대,132709
2024-07,대전,남성,60대,97317
2024-07,대전,남성,70대,28425
2024-07,대전,남성,80대,4213
2024-07,대전,남성,90대이상,283
2024-07,대전,여성,10대이하,149
2024-07,대전,여성,20대,10080
2024-07,대전,여성,30대,31970
2024-07,대전,여성,40대,46624
2024-07,대전,여성,50대,54762
2024-07,대전,여성,60대,32834
2024-07,대전,여성,70대,6306
2024-07,대전,여성,80대,1031
2024-07,대전,여성,90대이상,208
2024-07,울산,남성,10대이하,210
2024-07,울산,남성,20대,14253
2024-07,울산,남성,30대,55903
2024-07,울산,남성,40대,99497
2024-07,울산,남성,50대,126202
2024-07,울산,남성,60대,101456
2024-07,울산,남성,70대,24981
2024-07,울산,남성,80대,2693
2024-07,울산,남성,90대이상,180
2024-07,울산,여성,10대이하,79
2024-07,울산,여성,20대,6103
2024-07,울산,여성,30대,21142
2024-07,울산,여성,40대,32864
2024-07,울산,여성,50대,39588
2024-07,울산,여성,60대,23770
2024-07,울산,여성,70대,4344
2024-07,울산,여성,80대,562
2024-07,울산,여성,90대이상,132
2024-07,세종,남성,10대이하,76
2024-07,세종,남성,20대,3493
2024-07,세종,남성,30대,24447
2024-07,세종,남성,40대,44367
2024-07,세종,남성,50대,35879
2024-07,세종,남성,60대,21270
2024-07,세종,남성,70대,5683
2024-07,세종,남성,80대,770
2024-07,세종,남성,90대이상,53
2024-07,세종,여성,10대이하,33
2024-07,세종,여성,20대,2378
2024-07,세종,여성,30대,12395
2024-07,세종,여성,40대,17567
2024-07,세종,여성,50대,12924
2024-07,세종,여성,60대,6977
2024-07,세종,여성,70대,1203
2024-07,세종,여성,80대,195
2024-07,세종,여성,90대이상,35
2024-07,경기,남성,10대이하,2615
2024-07,경기,남성,20대,147975
2024-07,경기,남성,30대,691669
2024-07,경기,남성,40대,1126305
2024-07,경기,남성,50대,1199285
2024-07,경기,남성,60대,846399
2024-07,경기,남성,70대,231971
2024-07,경기,남성,80대,38792
2024-07,경기,남성,90대이상,2821
2024-07,경기,여성,10대이하,1339
2024-07,경기,여성,20대,72091
2024-07,경기,여성,30대,279457
2024-07,경기,여성,40대,418918
2024-07,경기,여성,50대,483600
2024-07,경기,여성,60대,288601
2024-07,경기,여성,70대,59196
2024-07,경기,여성,80대,10021
2024-07,경기,여성,90대이상,1896
2024-07,강원,남성,10대이하,247
2024-07,강원,남성,20대,20970
2024-07,강원,남성,30대,68510
2024-07,강원,남성,40대,116365
2024-07,강원,남성,50대,164265
2024-07,강원,남성,60대,150976
2024-07,강원,남성,70대,50159
2024-07,강원,남성,80대,9516
2024-07,강원,남성,90대이상,476
2024-07,강원,여성,10대이하,135
2024-07,강원,여성,20대,10505
2024-07,강원,여성,30대,31114
2024-07,강원,여성,40대,49422
2024-07,강원,여성,50대,67452
2024-07,강원,여성,60대,51153
2024-07,강원,여성,70대,10949
2024-07,강원,여성,80대,1646
2024-07,강원,여성,90대이상,405
2024-07,충북,남성,10대이하,366
2024-07,충북,남성,20대,24573
2024-07,충북,남성,30대,84552
2024-07,충북,남성,40대,133777
2024-07,충북,남성,50대,176977
2024-07,충북,남성,60대,148374
2024-07,충북,남성,70대,45833
2024-07,충북,남성,80대,7583
2024-07,충북,남성,90대이상,370
2024-07,충북,여성,10대이하,182
2024-07,충북,여성,20대,13016
2024-07,충북,여성,30대,36120
2024-07,충북,여성,40대,52579
2024-07,충북,여성,50대,68744
2024-07,충북,여성,60대,44797
2024-07,충북,여성,70대,8959
2024-07,충북,여성,80대,1393
2024-07,충북,여성,90대이상,222
2024-07,충남,남성,10대이하,378
2024-07,충남,남성,20대,31695
2024-07,충남,남성,30대,118678
2024-07,충남,남성,40대,202114
2024-07,충남,남성,50대,236554
2024-07,충남,남성,60대,191628
2024-07,충남,남성,70대,63951
2024-07,충남,남성,80대,10425
2024-07,충남,남성,90대이상,665
2024-07,충남,여성,10대이하,196
2024-07,충남,여성,20대,15754
2024-07,충남,여성,30대,48082
2024-07,충남,여성,40대,70126
2024-07,충남,여성,50대,87462
2024-07,충남,여성,60대,60248
2024-07,충남,여성,70대,12213
2024-07,충남,여성,80대,2028
2024-07,충남,여성,90대이상,395
2024-07,전북,남성,10대이하,359
2024-07,전북,남성,20대,21205
2024-07,전북,남성,30대,70207
2024-07,전북,남성,40대,138602
2024-07,전북,남성,50대,195660
2024-07,전북,남성,60대,160857
2024-07,전북,남성,70대,58319
2024-07,전북,남성,80대,9475
2024-07,전북,남성,90대이상,762
2024-07,전북,여성,10대이하,177
2024-07,전북,여성,20대,12352
2024-07,전북,여성,30대,35602
2024-07,전북,여성,40대,56790
2024-07,전북,여성,50대,76134
2024-07,전북,여성,60대,51995
2024-07,전북,여성,70대,11505
2024-07,전북,여성,80대,2214
2024-07,전북,여성,90대이상,515
2024-07,전남,남성,10대이하,324
2024-07,전남,남성,20대,23805
2024-07,전남,남성,30대,75229
2024-07,전남,남성,40대,144444
2024-07,전남,남성,50대,213543
2024-07,전남,남성,60대,181695
2024-07,전남,남성,70대,64308
2024-07,전남,남성,80대,9546
2024-07,전남,남성,90대이상,723
2024-07,전남,여성,10대이하,179
2024-07,전남,여성,20대,12424
2024-07,전남,여성,30대,35087
2024-07,전남,여성,40대,54859
2024-07,전남,여성,50대,74967
2024-07,전남,여성,60대,52691
2024-07,전남,여성,70대,10697
2024-07,전남,여성,80대,2194
2024-07,전남,여성,90대이상,430
2024-07,경북,남성,10대이하,270
2024-07,경북,남성,20대,31952
2024-07,경북,남성,30대,115767
2024-07,경북,남성,40대,216125
2024-07,경북,남성,50대,307526
2024-07,경북,남성,60대,281370
2024-07,경북,남성,70대,98960
2024-07,경북,남성,80대,15230
2024-07,경북,남성,90대이상,900
2024-07,경북,여성,10대이하,125
2024-07,경북,여성,20대,15578
2024-07,경북,여성,30대,48050
2024-07,경북,여성,40대,79713
2024-07,경북,여성,50대,109072
2024-07,경북,여성,60대,79720
2024-07,경북,여성,70대,16940
2024-07,경북,여성,80대,2554
2024-07,경북,여성,90대이상,454
2024-07,경남,남성,10대이하,661
2024-07,경남,남성,20대,35798
2024-07,경남,남성,30대,148523
2024-07,경남,남성,40대,282638
2024-07,경남,남성,50대,354777
2024-07,경남,남성,60대,290146
2024-07,경남,남성,70대,87759
2024-07,경남,남성,80대,11692
2024-07,경남,남성,90대이상,820
2024-07,경남,여성,10대이하,361
2024-07,경남,여성,20대,17467
2024-07,경남,여성,30대,62820
2024-07,경남,여성,40대,106872
2024-07,경남,여성,50대,133732
2024-07,경남,여성,60대,85994
2024-07,경남,여성,70대,16079
2024-07,경남,여성,80대,2464
2024-07,경남,여성,90대이상,500
2024-07,제주,남성,10대이하,209
2024-07,제주,남성,20대,7016
2024-07,제주,남성,30대,29116
2024-07,제주,남성,40대,58976
2024-07,제주,남성,50대,71751
2024-07,제주,남성,60대,51822
2024-07,제주,남성,70대,17295
2024-07,제주,남성,80대,3418
2024-07,제주,남성,90대이상,224
2024-07,제주,여성,10대이하,69
2024-07,제주,여성,20대,4675
2024-07,제주,여성,30대,17041
2024-07,제주,여성,40대,28360
2024-07,제주,여성,50대,34615
2024-07,제주,여성,60대,22013
2024-07,제주,여성,70대,4857
2024-07,제주,여성,80대,736
2024-07,제주,여성,90대이상,133
2024-08,합계,남성,10대이하,9524
2024-08,합계,남성,20대,531651
2024-08,합계,남성,30대,2307522
2024-08,합계,남성,40대,3901295
2024-08,합계,남성,50대,4580700
2024-08,합계,남성,60대,3616345
2024-08,합계,남성,70대,1142057
2024-08,합계,남성,80대,180752
2024-08,합계,남성,90대이상,13323
2024-08,합계,여성,10대이하,6655
2024-08,합계,여성,20대,269820
2024-08,합계,여성,30대,974955
2024-08,합계,여성,40대,1488496
2024-08,합계,여성,50대,1791380
2024-08,합계,여성,60대,1156817
2024-08,합계,여성,70대,247262
2024-08,합계,여성,80대,40719
2024-08,합계,여성,90대이상,7911
2024-08,서울,남성,10대이하,2108
2024-08,서울,남성,20대,51208
2024-08,서울,남성,30대,308838
2024-08,서울,남성,40대,493323
2024-08,서울,남성,50대,534774
2024-08,서울,남성,60대,428832
2024-08,서울,남성,70대,158512
2024-08,서울,남성,80대,28161
2024-08,서울,남성,90대이상,2577
2024-08,서울,여성,10대이하,1183
2024-08,서울,여성,20대,25958
2024-08,서울,여성,30대,125734
2024-08,서울,여성,40대,186109
2024-08,서울,여성,50대,202567
2024-08,서울,여성,60대,136273
2024-08,서울,여성,70대,38242
2024-08,서울,여성,80대,6990
2024-08,서울,여성,90대이상,1261
2024-08,부산,남성,10대이하,555
2024-08,부산,남성,20대,26018
2024-08,부산,남성,30대,123650
2024-08,부산,남성,40대,210639
2024-08,부산,남성,50대,227514
2024-08,부산,남성,60대,201475
2024-08,부산,남성,70대,67270
2024-08,부산,남성,80대,9421
2024-08,부산,남성,90대이상,928
2024-08,부산,여성,10대이하,285
2024-08,부산,여성,20대,12203
2024-08,부산,여성,30대,49415
2024-08,부산,여성,40대,79160
2024-08,부산,여성,50대,92648
2024-08,부산,여성,60대,63487
2024-08,부산,여성,70대,14020
2024-08,부산,여성,80대,2212
2024-08,부산,여성,90대이상,409
2024-08,대구,남성,10대이하,221
2024-08,대구,남성,20대,23690
2024-08,대구,남성,30대,109329
2024-08,대구,남성,40대,188025
2024-08,대구,남성,50대,231651
2024-08,대구,남성,60대,178922
2024-08,대구,남성,70대,57590
2024-08,대구,남성,80대,8862
2024-08,대구,남성,90대이상,694
2024-08,대구,여성,10대이하,118
2024-08,대구,여성,20대,12450
2024-08,대구,여성,30대,45001
2024-08,대구,여성,40대,72774
2024-08,대구,여성,50대,94906
2024-08,대구,여성,60대,59137
2024-08,대구,여성,70대,12858
2024-08,대구,여성,80대,1820
2024-08,대구,여성,90대이상,351
2024-08,인천,남성,10대이하,481
2024-08,인천,남성,20대,31747
2024-08,인천,남성,30대,146428
2024-08,인천,남성,40대,226182
2024-08,인천,남성,50대,241170
2024-08,인천,남성,60대,186424
2024-08,인천,남성,70대,47745
2024-08,인천,남성,80대,6204
2024-08,인천,남성,90대이상,491
2024-08,인천,여성,10대이하,1976
2024-08,인천,여성,20대,15568
2024-08,인천,여성,30대,60387
2024-08,인천,여성,40대,86411
2024-08,인천,여성,50대,98129
2024-08,인천,여성,60대,60639
2024-08,인천,여성,70대,10627
2024-08,인천,여성,80대,1664
2024-08,인천,여성,90대이상,330
2024-08,광주,남성,10대이하,168
2024-08,광주,남성,20대,18761
2024-08,광주,남성,30대,66679
2024-08,광주,남성,40대,115960
2024-08,광주,남성,50대,133442
2024-08,광주,남성,60대,88470
2024-08,광주,남성,70대,26651
2024-08,광주,남성,80대,3951
2024-08,광주,남성,90대이상,285
2024-08,광주,여성,10대이하,104
2024-08,광주,여성,20대,11668
2024-08,광주,여성,30대,34562
2024-08,광주,여성,40대,51160
2024-08,광주,여성,50대,58537
2024-08,광주,여성,60대,31719
2024-08,광주,여성,70대,6387
2024-08,광주,여성,80대,954
2024-08,광주,여성,90대이상,207
2024-08,대전,남성,10대이하,259
2024-08,대전,남성,20대,18310
2024-08,대전,남성,30대,70962
2024-08,대전,남성,40대,110404
2024-08,대전,남성,50대,132646
2024-08,대전,남성,60대,97522
2024-08,대전,남성,70대,28655
2024-08,대전,남성,80대,4218
2024-08,대전,남성,90대이상,279
2024-08,대전,여성,10대이하,149
2024-08,대전,여성,20대,10029
2024-08,대전,여성,30대,32091
2024-08,대전,여성,40대,46552
2024-08,대전,여성,50대,54762
2024-08,대전,여성,60대,33008
2024-08,대전,여성,70대,6395
2024-08,대전,여성,80대,1032
2024-08,대전,여성,90대이상,204
2024-08,울산,남성,10대이하,213
2024-08,울산,남성,20대,14284
2024-08,울산,남성,30대,55917
2024-08,울산,남성,40대,99288
2024-08,울산,남성,50대,125917
2024-08,울산,남성,60대,101834
2024-08,울산,남성,70대,25221
2024-08,울산,남성,80대,2703
2024-08,울산,남성,90대이상,184
2024-08,울산,여성,10대이하,78
2024-08,울산,여성,20대,6079
2024-08,울산,여성,30대,21123
2024-08,울산,여성,40대,32854
2024-08,울산,여성,50대,39602
2024-08,울산,여성,60대,23933
2024-08,울산,여성,70대,4389
2024-08,울산,여성,80대,561
2024-08,울산,여성,90대이상,133
2024-08,세종,남성,10대이하,74
2024-08,세종,남성,20대,3504
2024-08,세종,남성,30대,24417
2024-08,세종,남성,40대,44336
2024-08,세종,남성,50대,35894
2024-08,세종,남성,60대,21393
2024-08,세종,남성,70대,5742
2024-08,세종,남성,80대,784
2024-08,세종,남성,90대이상,51
2024-08,세종,여성,10대이하,34
2024-08,세종,여성,20대,2373
2024-08,세종,여성,30대,12423
2024-08,세종,여성,40대,17587
2024-08,세종,여성,50대,13000
2024-08,세종,여성,60대,6996
2024-08,세종,여성,70대,1214
2024-08,세종,여성,80대,196
2024-08,세종,여성,90대이상,35
2024-08,경기,남성,10대이하,2628
2024-08,경기,남성,20대,147496
2024-08,경기,남성,30대,691321
2024-08,경기,남성,40대,1123667
2024-08,경기,남성,50대,1198877
2024-08,경기,남성,60대,849935
2024-08,경기,남성,70대,234170
2024-08,경기,남성,80대,39056
2024-08,경기,남성,90대이상,2857
2024-08,경기,여성,10대이하,1324
2024-08,경기,여성,20대,71947
2024-08,경기,여성,30대,279979
2024-08,경기,여성,40대,418078
2024-08,경기,여성,50대,484361
2024-08,경기,여성,60대,290407
2024-08,경기,여성,70대,59904
2024-08,경기,여성,80대,10066
2024-08,경기,여성,90대이상,1924
2024-08,강원,남성,10대이하,260
2024-08,강원,남성,20대,20889
2024-08,강원,남성,30대,68526
2024-08,강원,남성,40대,115919
2024-08,강원,남성,50대,163895
2024-08,강원,남성,60대,151384
2024-08,강원,남성,70대,50583
2024-08,강원,남성,80대,9548
2024-08,강원,남성,90대이상,471
2024-08,강원,여성,10대이하,135
2024-08,강원,여성,20대,10509
2024-08,강원,여성,30대,31130
2024-08,강원,여성,40대,49210
2024-08,강원,여성,50대,67662
2024-08,강원,여성,60대,51348
2024-08,강원,여성,70대,11113
2024-08,강원,여성,80대,1652
2024-08,강원,여성,90대이상,404
2024-08,충북,남성,10대이하,367
2024-08,충북,남성,20대,24476
2024-08,충북,남성,30대,84494
2024-08,충북,남성,40대,133460
2024-08,충북,남성,50대,176671
2024-08,충북,남성,60대,148977
2024-08,충북,남성,70대,46227
2024-08,충북,남성,80대,7617
2024-08,충북,남성,90대이상,371
2024-08,충북,여성,10대이하,174
2024-08,충북,여성,20대,12968
2024-08,충북,여성,30대,36275
2024-08,충북,여성,40대,52448
2024-08,충북,여성,50대,68918
2024-08,충북,여성,60대,45024
2024-08,충북,여성,70대,9060
2024-08,충북,여성,80대,1379
2024-08,충북,여성,90대이상,220
2024-08,충남,남성,10대이하,378
2024-08,충남,남성,20대,31651
2024-08,충남,남성,30대,118610
2024-08,충남,남성,40대,201761
2024-08,충남,남성,50대,236283
2024-08,충남,남성,60대,192404
2024-08,충남,남성,70대,64590
2024-08,충남,남성,80대,10466
2024-08,충남,남성,90대이상,675
2024-08,충남,여성,10대이하,188
2024-08,충남,여성,20대,15692
2024-08,충남,여성,30대,48173
2024-08,충남,여성,40대,70130
2024-08,충남,여성,50대,87496
2024-08,충남,여성,60대,60674
2024-08,충남,여성,70대,12346
2024-08,충남,여성,80대,2041
2024-08,충남,여성,90대이상,398
2024-08,전북,남성,10대이하,356
2024-08,전북,남성,20대,21233
2024-08,전북,남성,30대,70158
2024-08,전북,남성,40대,138060
2024-08,전북,남성,50대,195455
2024-08,전북,남성,60대,161494
2024-08,전북,남성,70대,58814
2024-08,전북,남성,80대,9509
2024-08,전북,남성,90대이상,775
2024-08,전북,여성,10대이하,177
2024-08,전북,여성,20대,12356
2024-08,전북,여성,30대,35593
2024-08,전북,여성,40대,56702
2024-08,전북,여성,50대,76193
2024-08,전북,여성,60대,52294
2024-08,전북,여성,70대,11602
2024-08,전북,여성,80대,2207
2024-08,전북,여성,90대이상,519
2024-08,전남,남성,10대이하,325
2024-08,전남,남성,20대,23678
2024-08,전남,남성,30대,75162
2024-08,전남,남성,40대,144008
2024-08,전남,남성,50대,213074
2024-08,전남,남성,60대,182506
2024-08,전남,남성,70대,64702
2024-08,전남,남성,80대,9672
2024-08,전남,남성,90대이상,722
2024-08,전남,여성,10대이하,178
2024-08,전남,여성,20대,12458
2024-08,전남,여성,30대,35143
2024-08,전남,여성,40대,54821
2024-08,전남,여성,50대,75070
2024-08,전남,여성,60대,53043
2024-08,전남,여성,70대,10809
2024-08,전남,여성,80대,2194
2024-08,전남,여성,90대이상,431
2024-08,경북,남성,10대이하,266
2024-08,경북,남성,20대,31945
2024-08,경북,남성,30대,115599
2024-08,경북,남성,40대,215550
2024-08,경북,남성,50대,306980
2024-08,경북,남성,60대,281982
2024-08,경북,남성,70대,99670
2024-08,경북,남성,80대,15306
2024-08,경북,남성,90대이상,914
2024-08,경북,여성,10대이하,117
2024-08,경북,여성,20대,15498
2024-08,경북,여성,30대,48038
2024-08,경북,여성,40대,79497
2024-08,경북,여성,50대,109107
2024-08,경북,여성,60대,80231
2024-08,경북,여성,70대,17108
2024-08,경북,여성,80대,2544
2024-08,경북,여성,90대이상,454
2024-08,경남,남성,10대이하,656
2024-08,경남,남성,20대,35803
2024-08,경남,남성,30대,148333
2024-08,경남,남성,40대,282042
2024-08,경남,남성,50대,354820
2024-08,경남,남성,60대,290708
2024-08,경남,남성,70대,88522
2024-08,경남,남성,80대,11825
2024-08,경남,남성,90대이상,821
2024-08,경남,여성,10대이하,363
2024-08,경남,여성,20대,17397
2024-08,경남,여성,30대,62816
2024-08,경남,여성,40대,106746
2024-08,경남,여성,50대,133834
2024-08,경남,여성,60대,86426
2024-08,경남,여성,70대,16265
2024-08,경남,여성,80대,2472
2024-08,경남,여성,90대이상,499
2024-08,제주,남성,10대이하,209
2024-08,제주,남성,20대,6958
2024-08,제주,남성,30대,29099
2024-08,제주,남성,40대,58671
2024-08,제주,남성,50대,71637
2024-08,제주,남성,60대,52083
2024-08,제주,남성,70대,17393
2024-08,제주,남성,80대,3449
2024-08,제주,남성,90대이상,228
2024-08,제주,여성,10대이하,72
2024-08,제주,여성,20대,4667
2024-08,제주,여성,30대,17072
2024-08,제주,여성,40대,28257
2024-08,제주,여성,50대,34588
2024-08,제주,여성,60대,22178
2024-08,제주,여성,70대,4923
2024-08,제주,여성,80대,735
2024-08,제주,여성,90대이상,132
2024-09,합계,남성,10대이하,9526
2024-09,합계,남성,20대,529284
2024-09,합계,남성,30대,2305757
2024-09,합계,남성,40대,3895069
2024-09,합계,남성,50대,4579812
2024-09,합계,남성,60대,3626994
2024-09,합계,남성,70대,1151459
2024-09,합계,남성,80대,182282
2024-09,합계,남성,90대이상,13368
2024-09,합계,여성,10대이하,6575
2024-09,합계,여성,20대,268465
2024-09,합계,여성,30대,976067
2024-09,합계,여성,40대,1488010
2024-09,합계,여성,50대,1793332
2024-09,합계,여성,60대,1162933
2024-09,합계,여성,70대,250023
2024-09,합계,여성,80대,40855
2024-09,합계,여성,90대이상,7931
2024-09,서울,남성,10대이하,2100
2024-09,서울,남성,20대,50870
2024-09,서울,남성,30대,308237
2024-09,서울,남성,40대,492625
2024-09,서울,남성,50대,534374
2024-09,서울,남성,60대,429341
2024-09,서울,남성,70대,159569
2024-09,서울,남성,80대,28322
2024-09,서울,남성,90대이상,2603
2024-09,서울,여성,10대이하,1165
2024-09,서울,여성,20대,25765
2024-09,서울,여성,30대,125653
2024-09,서울,여성,40대,186029
2024-09,서울,여성,50대,202732
2024-09,서울,여성,60대,136554
2024-09,서울,여성,70대,38596
2024-09,서울,여성,80대,7009
2024-09,서울,여성,90대이상,1271
2024-09,부산,남성,10대이하,560
2024-09,부산,남성,20대,25878
2024-09,부산,남성,30대,123342
2024-09,부산,남성,40대,210342
2024-09,부산,남성,50대,227522
2024-09,부산,남성,60대,201497
2024-09,부산,남성,70대,67899
2024-09,부산,남성,80대,9502
2024-09,부산,남성,90대이상,933
2024-09,부산,여성,10대이하,280
2024-09,부산,여성,20대,12080
2024-09,부산,여성,30대,49407
2024-09,부산,여성,40대,79063
2024-09,부산,여성,50대,92675
2024-09,부산,여성,60대,63866
2024-09,부산,여성,70대,14126
2024-09,부산,여성,80대,2228
2024-09,부산,여성,90대이상,410
2024-09,대구,남성,10대이하,216
2024-09,대구,남성,20대,23581
2024-09,대구,남성,30대,109304
2024-09,대구,남성,40대,187458
2024-09,대구,남성,50대,231532
2024-09,대구,남성,60대,179595
2024-09,대구,남성,70대,57964
2024-09,대구,남성,80대,8936
2024-09,대구,남성,90대이상,693
2024-09,대구,여성,10대이하,116
2024-09,대구,여성,20대,12319
2024-09,대구,여성,30대,45115
2024-09,대구,여성,40대,72568
2024-09,대구,여성,50대,95186
2024-09,대구,여성,60대,59425
2024-09,대구,여성,70대,12961
2024-09,대구,여성,80대,1856
2024-09,대구,여성,90대이상,326
2024-09,인천,남성,10대이하,472
2024-09,인천,남성,20대,31697
2024-09,인천,남성,30대,146359
2024-09,인천,남성,40대,226085
2024-09,인천,남성,50대,240889
2024-09,인천,남성,60대,187210
2024-09,인천,남성,70대,48260
2024-09,인천,남성,80대,6236
2024-09,인천,남성,90대이상,494
2024-09,인천,여성,10대이하,1921
2024-09,인천,여성,20대,15458
2024-09,인천,여성,30대,60315
2024-09,인천,여성,40대,86446
2024-09,인천,여성,50대,98257
2024-09,인천,여성,60대,60997
2024-09,인천,여성,70대,10787
2024-09,인천,여성,80대,1665
2024-09,인천,여성,90대이상,336
2024-09,광주,남성,10대이하,167
2024-09,광주,남성,20대,18667
2024-09,광주,남성,30대,66637
2024-09,광주,남성,40대,115618
2024-09,광주,남성,50대,133453
2024-09,광주,남성,60대,88991
2024-09,광주,남성,70대,26829
2024-09,광주,남성,80대,4005
2024-09,광주,남성,90대이상,284
2024-09,광주,여성,10대이하,105
2024-09,광주,여성,20대,11587
2024-09,광주,여성,30대,34638
2024-09,광주,여성,40대,51068
2024-09,광주,여성,50대,58690
2024-09,광주,여성,60대,31876
2024-09,광주,여성,70대,6465
2024-09,광주,여성,80대,949
2024-09,광주,여성,90대이상,207
2024-09,대전,남성,10대이하,259
2024-09,대전,남성,20대,18220
2024-09,대전,남성,30대,70989
2024-09,대전,남성,40대,110076
2024-09,대전,남성,50대,132819
2024-09,대전,남성,60대,97777
2024-09,대전,남성,70대,28940
2024-09,대전,남성,80대,4244
2024-09,대전,남성,90대이상,278
2024-09,대전,여성,10대이하,149
2024-09,대전,여성,20대,10000
2024-09,대전,여성,30대,32179
2024-09,대전,여성,40대,46512
2024-09,대전,여성,50대,54768
2024-09,대전,여성,60대,33222
2024-09,대전,여성,70대,6493
2024-09,대전,여성,80대,1021
2024-09,대전,여성,90대이상,207
2024-09,울산,남성,10대이하,207
2024-09,울산,남성,20대,14348
2024-09,울산,남성,30대,55840
2024-09,울산,남성,40대,99155
2024-09,울산,남성,50대,125749
2024-09,울산,남성,60대,102374
2024-09,울산,남성,70대,25507
2024-09,울산,남성,80대,2751
2024-09,울산,남성,90대이상,184
2024-09,울산,여성,10대이하,77
2024-09,울산,여성,20대,6080
2024-09,울산,여성,30대,21109
2024-09,울산,여성,40대,32783
2024-09,울산,여성,50대,39714
2024-09,울산,여성,60대,24028
2024-09,울산,여성,70대,4433
2024-09,울산,여성,80대,560
2024-09,울산,여성,90대이상,133
2024-09,세종,남성,10대이하,74
2024-09,세종,남성,20대,3479
2024-09,세종,남성,30대,24291
2024-09,세종,남성,40대,44311
2024-09,세종,남성,50대,35985
2024-09,세종,남성,60대,21481
2024-09,세종,남성,70대,5791
2024-09,세종,남성,80대,792
2024-09,세종,남성,90대이상,49
2024-09,세종,여성,10대이하,34
2024-09,세종,여성,20대,2364
2024-09,세종,여성,30대,12419
2024-09,세종,여성,40대,17623
2024-09,세종,여성,50대,13040
2024-09,세종,여성,60대,7033
2024-09,세종,여성,70대,1227
2024-09,세종,여성,80대,204
2024-09,세종,여성,90대이상,35
2024-09,경기,남성,10대이하,2627
2024-09,경기,남성,20대,146703
2024-09,경기,남성,30대,691153
2024-09,경기,남성,40대,1122759
2024-09,경기,남성,50대,1199300
2024-09,경기,남성,60대,853557
2024-09,경기,남성,70대,236208
2024-09,경기,남성,80대,39376
2024-09,경기,남성,90대이상,2863
2024-09,경기,여성,10대이하,1324
2024-09,경기,여성,20대,71536
2024-09,경기,여성,30대,280372
2024-09,경기,여성,40대,418346
2024-09,경기,여성,50대,484934
2024-09,경기,여성,60대,292167
2024-09,경기,여성,70대,60572
2024-09,경기,여성,80대,10152
2024-09,경기,여성,90대이상,1925
2024-09,강원,남성,10대이하,266
2024-09,강원,남성,20대,20709
2024-09,강원,남성,30대,68522
2024-09,강원,남성,40대,115753
2024-09,강원,남성,50대,163746
2024-09,강원,남성,60대,151515
2024-09,강원,남성,70대,51038
2024-09,강원,남성,80대,9652
2024-09,강원,남성,90대이상,473
2024-09,강원,여성,10대이하,133
2024-09,강원,여성,20대,10466
2024-09,강원,여성,30대,31206
2024-09,강원,여성,40대,49156
2024-09,강원,여성,50대,67786
2024-09,강원,여성,60대,51591
2024-09,강원,여성,70대,11204
2024-09,강원,여성,80대,1647
2024-09,강원,여성,90대이상,404
2024-09,충북,남성,10대이하,376
2024-09,충북,남성,20대,24327
2024-09,충북,남성,30대,84564
2024-09,충북,남성,40대,133333
2024-09,충북,남성,50대,176636
2024-09,충북,남성,60대,149465
2024-09,충북,남성,70대,46615
2024-09,충북,남성,80대,7644
2024-09,충북,남성,90대이상,368
2024-09,충북,여성,10대이하,174
2024-09,충북,여성,20대,12894
2024-09,충북,여성,30대,36351
2024-09,충북,여성,40대,52508
2024-09,충북,여성,50대,68910
2024-09,충북,여성,60대,45306
2024-09,충북,여성,70대,9175
2024-09,충북,여성,80대,1392
2024-09,충북,여성,90대이상,217
2024-09,충남,남성,10대이하,383
2024-09,충남,남성,20대,31620
2024-09,충남,남성,30대,118622
2024-09,충남,남성,40대,201628
2024-09,충남,남성,50대,236414
